profile_id	paper_key	article_key	collection	target_key	target_label	marker_count	gene_curies	gene_symbols
profile:68b0f2a29e9daa36ee35	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	title:massively parallel single cell chromatin landscapes of human immune cell development and intratumoral t cell exhaustion	biorxiv	CL:0000576	monocyte	3	ENSG00000170458 | ENSG00000182578 | ENSG00000188056	CD14 | CSF1R | TREML4
profile:eb64ae56607ec205acfe	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	title:massively parallel single cell chromatin landscapes of human immune cell development and intratumoral t cell exhaustion	biorxiv	CL:0000623	natural killer cell	4	ENSG00000073861 | ENSG00000134545 | ENSG00000163508 | ENSG00000189430	TBX21 | KLRC1 | EOMES | NCR1
profile:1741c4a1e1a6e810ca43	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	title:massively parallel single cell chromatin landscapes of human immune cell development and intratumoral t cell exhaustion	biorxiv	CL:0000763	myeloid cell	3	ENSG00000114013 | ENSG00000122025 | ENSG00000182578	CD86 | FLT3 | CSF1R
profile:d5612d31099e4e95e830	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	title:massively parallel single cell chromatin landscapes of human immune cell development and intratumoral t cell exhaustion	biorxiv	CL:0000782	myeloid dendritic cell	4	ENSG00000066336 | ENSG00000119866 | ENSG00000170458 | ENSG00000245848	SPI1 | BCL11A | CD14 | CEBPA
profile:342f44a787f92546067c	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	title:massively parallel single cell chromatin landscapes of human immune cell development and intratumoral t cell exhaustion	biorxiv	CL:0000786	plasma B cell	3	ENSG00000057657 | ENSG00000115884 | ENSG00000164330	PRDM1 | SDC1 | EBF1
profile:cca1d5413af36f585ac0	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	title:massively parallel single cell chromatin landscapes of human immune cell development and intratumoral t cell exhaustion	biorxiv	CL:0002038	T follicular helper cell	3	ENSG00000138684 | ENSG00000160683 | ENSG00000186265	IL21 | CXCR5 | BTLA
profile:b110e3df5710277d3007	biorxiv:ab2a1489-7001-1014-b2bf-f5e47d205c33	title:development of an integrated single cell and spatial transcriptomics atlas of healthy human skin focusing on the pilosebaceous unit	biorxiv	CL:0000242	Merkel cell	3	ENSG00000146469 | ENSG00000171431 | ENSG00000262484	VIP | KRT20 | CCER2
profile:f8567b008b0375533d8b	biorxiv:b3e65ef0-6e38-1014-8f8f-a6ec49a73092	title:multi omics analysis reveals key immunogenic signatures induced by oncolytic zika virus infection of paediatric brain tumour cells	biorxiv	CL:0000235	macrophage	3	ENSG00000136689 | ENSG00000166523 | ENSG00000205846	IL1RN | CLEC4E | CLEC6A
profile:0c36cc2da1314eee8cd4	biorxiv:b3e65ef0-6e38-1014-8f8f-a6ec49a73092	title:multi omics analysis reveals key immunogenic signatures induced by oncolytic zika virus infection of paediatric brain tumour cells	biorxiv	CL:0000576	monocyte	4	ENSG00000038427 | ENSG00000136689 | ENSG00000166523 | ENSG00000205846	VCAN | IL1RN | CLEC4E | CLEC6A
profile:9c3eb5efed44034302d1	biorxiv:b3e65ef0-6e38-1014-8f8f-a6ec49a73092	title:multi omics analysis reveals key immunogenic signatures induced by oncolytic zika virus infection of paediatric brain tumour cells	biorxiv	CL:0000775	neutrophil	6	ENSG00000115590 | ENSG00000134352 | ENSG00000160712 | ENSG00000163823 | ENSG00000196083 | ENSG00000198223	IL1R2 | IL6ST | IL6R | CCR1 | IL1RAP | CSF2RA
profile:c341a179db9686bb7ac2	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6	title:complement biosynthesis in human brain insights from single nucleus transcriptomics of hippocampus	biorxiv	CL:0000065	ependymal cell	8	ENSG00000039537 | ENSG00000106804 | ENSG00000127241 | ENSG00000129654 | ENSG00000160188 | ENSG00000188596 | ENSG00000197405 | ENSG00000224389	C6 | C5 | MASP1 | FOXJ1 | RSPH1 | CFAP54 | C5AR1 | C4B
profile:ba05fd3047198e41e7c1	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6	title:complement biosynthesis in human brain insights from single nucleus transcriptomics of hippocampus	biorxiv	CL:0000084	T cell	3	ENSG00000167286 | ENSG00000198851 | ENSG00000211772	CD3D | CD3E | TRBC2
profile:2b1f96a5419032f96d37	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6	title:complement biosynthesis in human brain insights from single nucleus transcriptomics of hippocampus	biorxiv	CL:0000115	endothelial cell	18	ENSG00000000971 | ENSG00000085063 | ENSG00000099250 | ENSG00000102359 | ENSG00000102755 | ENSG00000110799 | ENSG00000112936 | ENSG00000117335 | ENSG00000149131 | ENSG00000159403 | ENSG00000179218 | ENSG00000182326 | ENSG00000184113 | ENSG00000196352 | ENSG00000197766 | ENSG00000205403 | ENSG00000243649 | ENSG00000261371	CFH | CD59 | NRP1 | SRPX2 | FLT1 | VWF | C7 | CD46 | SERPING1 | C1R | CALR | C1S | CLDN5 | CD55 | CFD | CFI | CFB | PECAM1
profile:6177d1a99d2a350aa24c	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6	title:complement biosynthesis in human brain insights from single nucleus transcriptomics of hippocampus	biorxiv	CL:0000127	astrocyte	9	ENSG00000102359 | ENSG00000106804 | ENSG00000110436 | ENSG00000120885 | ENSG00000125730 | ENSG00000127241 | ENSG00000131095 | ENSG00000171885 | ENSG00000244731	SRPX2 | C5 | SLC1A2 | CLU | C3 | MASP1 | GFAP | AQP4 | C4A
profile:67fb872ca26ba30c883c	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6	title:complement biosynthesis in human brain insights from single nucleus transcriptomics of hippocampus	biorxiv	CL:0000128	oligodendrocyte	5	ENSG00000123560 | ENSG00000168314 | ENSG00000197971 | ENSG00000203710 | ENSG00000204655	PLP1 | MOBP | MBP | CR1 | MOG
profile:e128a1a0feae98bccddd	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6	title:complement biosynthesis in human brain insights from single nucleus transcriptomics of hippocampus	biorxiv	CL:0000540	neuron	9	ENSG00000099250 | ENSG00000106236 | ENSG00000121904 | ENSG00000143502 | ENSG00000164796 | ENSG00000166278 | ENSG00000171246 | ENSG00000183117 | ENSG00000221890	NRP1 | NPTX2 | CSMD2 | SUSD4 | CSMD3 | C2 | NPTX1 | CSMD1 | NPTXR
profile:2f1897cf3af53897345b	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6	title:complement biosynthesis in human brain insights from single nucleus transcriptomics of hippocampus	biorxiv	CL:0002453	oligodendrocyte precursor cell	8	ENSG00000121904 | ENSG00000127241 | ENSG00000134853 | ENSG00000143502 | ENSG00000164796 | ENSG00000173546 | ENSG00000183117 | ENSG00000184221	CSMD2 | MASP1 | PDGFRA | SUSD4 | CSMD3 | CSPG4 | CSMD1 | OLIG1
profile:63966e3218f4f3ab7db6	biorxiv:b71d9b5e-6f1d-1014-9408-ec8c7da502b4	title:annotation free prediction of cancer cells and glands and spatial analysis of immune cells	biorxiv	CL:0000084	T cell	4	ENSG00000010610 | ENSG00000049768 | ENSG00000129226 | ENSG00000153563	CD4 | FOXP3 | CD68 | CD8A
profile:0f4dc9327da3d5c77bf7	biorxiv:b88cbe76-6c0b-1014-a018-e498be98267a	title:delineation of signaling routes that underlie differences in macrophage phenotypic states	biorxiv	CL:0000235	macrophage	3	ENSG00000090382 | ENSG00000170458 | ENSG00000204472	LYZ | CD14 | AIF1
profile:66222fc2ed183c9fd3f6	biorxiv:b9f9eea1-7c5b-1014-87f0-cbc500249f07	title:single cell transcriptomics and machine learning reveal rnf144b and c5ar1 as immune related biomarkers and therapeutic targets in myocardial infarction	biorxiv	CL:0000235	macrophage	3	ENSG00000137393 | ENSG00000159842 | ENSG00000163694	RNF144B | ABR | RBM47
profile:5cf6234e36f4e528f0c6	biorxiv:b9f9eea1-7c5b-1014-87f0-cbc500249f07	title:single cell transcriptomics and machine learning reveal rnf144b and c5ar1 as immune related biomarkers and therapeutic targets in myocardial infarction	biorxiv	CL:0000451	dendritic cell	3	ENSG00000169439 | ENSG00000183098 | ENSG00000197405	SDC2 | GPC6 | C5AR1
profile:d1b16b5d5b32bf28fe36	biorxiv:ba2fe3cc-7145-1014-8950-ece91a9c7114	title:quantifying immune cell telomere content at single cell resolution in context of pd 1 checkpoint immunotherapy	biorxiv	CL:0000084	T cell	3	ENSG00000010610 | ENSG00000153563 | ENSG00000198851	CD4 | CD8A | CD3E
profile:ff0ec514b2220a24f5ee	biorxiv:bb90a40e-70a1-1014-887a-db6e99ca95cb	title:single cell transcriptomic profiling of pancreatic ductal adenocarcinoma epithelial reprogramming and systemic immune exhaustion	biorxiv	CL:0000622	acinar cell	4	ENSG00000145425 | ENSG00000167526 | ENSG00000198712 | ENSG00000198804	RPS3A | RPL13 | MT-CO2 | MT-CO1
profile:32885a7e5c9b142a93f7	biorxiv:bc260922-6c47-1014-a865-fe4e19bf3ea8	title:single cell sequencing highlights heterogeneity and malignant progression in actinic keratosis and cutaneous squamous cell carcinoma	biorxiv	CL:0000453	Langerhans cell	3	ENSG00000116031 | ENSG00000158477 | ENSG00000158481	CD207 | CD1A | CD1C
profile:cb894289b0f0f81b05b4	biorxiv:bc260922-6c47-1014-a865-fe4e19bf3ea8	title:single cell sequencing highlights heterogeneity and malignant progression in actinic keratosis and cutaneous squamous cell carcinoma	biorxiv	CL:0000646	basal cell	3	ENSG00000065618 | ENSG00000186081 | ENSG00000186847	COL17A1 | KRT5 | KRT14
profile:65310456d85274bafa23	biorxiv:c245f005-7ab6-1014-adbd-b49bd8bfffbc	title:comparative analysis of feature selection methods for single cell rna sequencing data	biorxiv	CL:0000084	T cell	3	ENSG00000167286 | ENSG00000198851 | ENSG00000277734	CD3D | CD3E | TRAC
profile:99c36e854507a1cb66ec	biorxiv:c245f005-7ab6-1014-adbd-b49bd8bfffbc	title:comparative analysis of feature selection methods for single cell rna sequencing data	biorxiv	CL:0000127	astrocyte	3	ENSG00000131095 | ENSG00000160307 | ENSG00000171885	GFAP | S100B | AQP4
profile:885b4ea760a9b4a98cb4	biorxiv:c245f005-7ab6-1014-adbd-b49bd8bfffbc	title:comparative analysis of feature selection methods for single cell rna sequencing data	biorxiv	CL:0000128	oligodendrocyte	4	ENSG00000173786 | ENSG00000184221 | ENSG00000197971 | ENSG00000204655	CNP | OLIG1 | MBP | MOG
profile:06f368a674bf17b21e52	biorxiv:c245f005-7ab6-1014-adbd-b49bd8bfffbc	title:comparative analysis of feature selection methods for single cell rna sequencing data	biorxiv	CL:0000540	neuron	4	ENSG00000067715 | ENSG00000078018 | ENSG00000162992 | ENSG00000167281	SYT1 | MAP2 | NEUROD1 | RBFOX3
profile:79f539d9ed48dc77e32a	biorxiv:c245f005-7ab6-1014-adbd-b49bd8bfffbc	title:comparative analysis of feature selection methods for single cell rna sequencing data	biorxiv	CL:0000576	monocyte	3	ENSG00000090382 | ENSG00000163220 | ENSG00000170458	LYZ | S100A9 | CD14
profile:93534c0e678d81f961ba	biorxiv:c245f005-7ab6-1014-adbd-b49bd8bfffbc	title:comparative analysis of feature selection methods for single cell rna sequencing data	biorxiv	CL:0000746	cardiomyocyte	8	ENSG00000092054 | ENSG00000111245 | ENSG00000118194 | ENSG00000129991 | ENSG00000140416 | ENSG00000159251 | ENSG00000160808 | ENSG00000197616	MYH7 | MYL2 | TNNT2 | TNNI3 | TPM1 | ACTC1 | MYL3 | MYH6
profile:ffa1734e1c2fe7f18338	biorxiv:c55f45c7-7001-1014-966f-865cda24634e	title:spatial and single cell dissection of fibroblast subpopulation reprogramming driving stromal collapse in breast cancer lymph node metastasis	biorxiv	CL:0000057	fibroblast	3	ENSG00000164220 | ENSG00000180660 | ENSG00000206384	F2RL2 | MAB21L1 | COL6A6
profile:273873dba90d3f9f3607	biorxiv:c6b2e62c-6bf8-1014-b389-a9824584e0b5	title:time series scrnaseq analysis in mouse and human informs optimization of rapid astrocyte differentiation protocols	biorxiv	CL:0000127	astrocyte	5	ENSG00000028277 | ENSG00000113140 | ENSG00000120885 | ENSG00000152583 | ENSG00000167614	POU2F2 | SPARC | CLU | SPARCL1 | TTYH1
profile:cf781308cbbd20f2204c	biorxiv:c6b2e62c-6bf8-1014-b389-a9824584e0b5	title:time series scrnaseq analysis in mouse and human informs optimization of rapid astrocyte differentiation protocols	biorxiv	CL:0000128	oligodendrocyte	4	ENSG00000117318 | ENSG00000170448 | ENSG00000174607 | ENSG00000197971	ID3 | NFXL1 | UGT8 | MBP
profile:958d11523c51ebb931ce	biorxiv:c6b2e62c-6bf8-1014-b389-a9824584e0b5	title:time series scrnaseq analysis in mouse and human informs optimization of rapid astrocyte differentiation protocols	biorxiv	CL:0000540	neuron	4	ENSG00000077279 | ENSG00000104435 | ENSG00000107105 | ENSG00000162374	DCX | STMN2 | ELAVL2 | ELAVL4
profile:c7b55f3e2fdf752aa3d6	biorxiv:c704e998-6f4b-1014-8cb1-c3d28b577fb8	title:scrinshot a spatial method for single cell resolution mapping of cell states in tissue sections	biorxiv	CL:0000066	epithelial cell	3	ENSG00000125398 | ENSG00000139352 | ENSG00000181449	SOX9 | ASCL1 | SOX2
profile:c4bc95578ab59f481836	biorxiv:c78d9bda-6cc0-1014-aba5-dba9dd700073	title:a single cell rna seq analysis unravels the heterogeniety of primary cultured human corneal endothelial cells	biorxiv	CL:0000066	epithelial cell	3	ENSG00000007372 | ENSG00000186847 | ENSG00000187242	PAX6 | KRT14 | KRT12
profile:e5d206d94c8cfbcdc1d3	biorxiv:c78d9bda-6cc0-1014-aba5-dba9dd700073	title:a single cell rna seq analysis unravels the heterogeniety of primary cultured human corneal endothelial cells	biorxiv	CL:0000132	corneal endothelial cell	5	ENSG00000088836 | ENSG00000117592 | ENSG00000163399 | ENSG00000164093 | ENSG00000170017	SLC4A11 | PRDX6 | ATP1A1 | PITX2 | ALCAM
profile:d1d593336d08e072259a	biorxiv:c78d9bda-6cc0-1014-aba5-dba9dd700073	title:a single cell rna seq analysis unravels the heterogeniety of primary cultured human corneal endothelial cells	biorxiv	CL:0002363	keratocyte	3	ENSG00000139330 | ENSG00000165092 | ENSG00000174059	KERA | ALDH1A1 | CD34
profile:1e15b6128403e6003c73	biorxiv:c8264099-6fc3-1014-9d27-9ae05a0c1d33	title:hcnetlas human cell network atlas enabling cell type resolved disease genetics	biorxiv	CL:0000084	T cell	3	ENSG00000010610 | ENSG00000116824 | ENSG00000178562	CD4 | CD2 | CD28
profile:61ca4462c0eb2f0cef22	biorxiv:ca1bf343-7250-1014-ba36-aacb127d711a	title:single cell profiling reveals functional heterogeneity and serial killing in human peripheral and ex vivo generated cd34 progenitor derived natural killer cells	biorxiv	CL:0000623	natural killer cell	5	ENSG00000111537 | ENSG00000149294 | ENSG00000185896 | ENSG00000189430 | ENSG00000204490	IFNG | NCAM1 | CD107a | NCR1 | TNFα
profile:377d4c4fd8e1f9b913ae	biorxiv:cc41b42e-6c00-1014-9887-9bb7d49b64ad	title:single cell rna sequencing reveals regulatory mechanism for trophoblast cell fate divergence in human peri implantation embryo	biorxiv	CL:1000274	trophectoderm cell	8	ENSG00000069702 | ENSG00000072274 | ENSG00000111057 | ENSG00000148344 | ENSG00000153071 | ENSG00000170421 | ENSG00000171345 | ENSG00000197461	TGFBR3 | TFRC | KRT18 | PTGES | DAB2 | KRT8 | KRT19 | PDGFA
profile:fed8054493f834af2a58	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	title:a single cell atlas of the human healthy airways	biorxiv	CL:0000236	B cell	3	ENSG00000156738 | ENSG00000196092 | ENSG00000227507	MS4A1 | PAX5 | LTB
profile:116f0328e8cda81d81ca	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	title:a single cell atlas of the human healthy airways	biorxiv	CL:0000313	serous cell	3	ENSG00000012223 | ENSG00000090382 | ENSG00000159763	LTF | LYZ | PIP
profile:f429e032bc72f3a6be8a	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	title:a single cell atlas of the human healthy airways	biorxiv	CL:0000646	basal cell	3	ENSG00000073282 | ENSG00000171462 | ENSG00000186081	TP63 | DLK2 | KRT5
profile:c7ee1c1a3464892f8ee2	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	title:a single cell atlas of the human healthy airways	biorxiv	CL:0000669	pericyte	5	ENSG00000076706 | ENSG00000101335 | ENSG00000107796 | ENSG00000111404 | ENSG00000113721	MCAM | MYL9 | ACTA2 | RERGL | PDGFRB
profile:128800e407804b372463	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	title:a single cell atlas of the human healthy airways	biorxiv	CL:0005006	ionocyte	4	ENSG00000001626 | ENSG00000168269 | ENSG00000173253 | ENSG00000176009	CFTR | FOXI1 | DMRT2 | ASCL3
profile:621cf91b3e2a0cae8541	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	title:a single cell atlas of the human healthy airways	biorxiv	CL:1000223	pulmonary neuroendocrine cell	6	ENSG00000079689 | ENSG00000102109 | ENSG00000120094 | ENSG00000125798 | ENSG00000139352 | ENSG00000183091	SCGN | PCSK1N | HOXB1 | FOXA2 | ASCL1 | NEB
profile:09c1aa316abe21e889ba	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	title:a single cell atlas of the human healthy airways	biorxiv	CL:4033044	deuterosomal cell	3	ENSG00000139445 | ENSG00000164287 | ENSG00000165325	FOXN4 | CDC20B | DEUP1
profile:3a3980bdac979584dd91	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	title:a single cell atlas of the human healthy airways	biorxiv	CL:7770004	suprabasal cell	3	ENSG00000074181 | ENSG00000171345 | ENSG00000186081	NOTCH3 | KRT19 | KRT5
profile:54379d7ab22eb91906ae	biorxiv:cfb3ce40-7a31-1014-ae9e-8efc9660d536	title:patterning defects in mice with defective ventricular wall maturation and cardiomyopathy	biorxiv	CL:0000746	cardiomyocyte	4	ENSG00000128849 | ENSG00000145632 | ENSG00000170549 | ENSG00000170561	CGNL1 | PLK2 | IRX1 | IRX2
profile:e3e1ff3da504fabcc74d	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	title:spatial and single cell transcriptomics decipher the crosstalk environment of defb1 cancer cells and ifi30 macrophages in intrahepatic cholangiocarcinoma	biorxiv	CL:0000115	endothelial cell	3	ENSG00000127329 | ENSG00000179776 | ENSG00000184113	PTPRB | CDH5 | CLDN5
profile:e16e1f231225ca519dc9	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	title:spatial and single cell transcriptomics decipher the crosstalk environment of defb1 cancer cells and ifi30 macrophages in intrahepatic cholangiocarcinoma	biorxiv	CL:0000182	hepatocyte	3	ENSG00000110245 | ENSG00000118137 | ENSG00000163586	APOC3 | APOA1 | FABP1
profile:722697df9d6a32f3dd0c	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	title:spatial and single cell transcriptomics decipher the crosstalk environment of defb1 cancer cells and ifi30 macrophages in intrahepatic cholangiocarcinoma	biorxiv	CL:0000576	monocyte	3	ENSG00000085265 | ENSG00000143546 | ENSG00000163220	FCN1 | S100A8 | S100A9
profile:7425380ef2ed73c9436a	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	title:spatial and single cell transcriptomics decipher the crosstalk environment of defb1 cancer cells and ifi30 macrophages in intrahepatic cholangiocarcinoma	biorxiv	CL:0000786	plasma cell	3	ENSG00000132465 | ENSG00000170476 | ENSG00000211592	JCHAIN | MZB1 | IGKC
profile:15d92df04149447af16c	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	title:spatial and single cell transcriptomics decipher the crosstalk environment of defb1 cancer cells and ifi30 macrophages in intrahepatic cholangiocarcinoma	biorxiv	CL:0000815	regulatory T cell	5	ENSG00000134460 | ENSG00000163599 | ENSG00000181847 | ENSG00000186827 | ENSG00000186891	IL2RA | CTLA4 | TIGIT | TNFRSF4 | TNFRSF18
profile:d170b320e4e95380e6cd	biorxiv:d249a77b-6c97-1014-8df4-e171a53e6bf0	title:contrasting autoimmune and treatment effects reveals baseline set points of immune toxicity following checkpoint inhibitor treatment	biorxiv	CL:0000860	classical monocyte	4	ENSG00000004468 | ENSG00000115415 | ENSG00000164136 | ENSG00000166710	CD38 | STAT1 | IL15 | B2M
profile:34031180c75966c44a28	biorxiv:d8ee72e2-7047-1014-a159-a9ef37bce7a4	title:characterizing intra and inter tumor heterogeneity in ovarian high grade serous carcinoma subtypes using single cell and spatial transcriptomics	biorxiv	CL:0000066	epithelial cell	3	ENSG00000101443 | ENSG00000124107 | ENSG00000163435	WFDC2 | SLPI | ELF3
profile:336a692fbe67443d1e14	biorxiv:d8ee72e2-7047-1014-a159-a9ef37bce7a4	title:characterizing intra and inter tumor heterogeneity in ovarian high grade serous carcinoma subtypes using single cell and spatial transcriptomics	biorxiv	CL:0000077	mesothelial cell	4	ENSG00000111057 | ENSG00000170421 | ENSG00000172137 | ENSG00000184937	KRT18 | KRT8 | CALB2 | WT1
profile:23c43ddf3853e4e72ca7	biorxiv:d8ee72e2-7047-1014-a159-a9ef37bce7a4	title:characterizing intra and inter tumor heterogeneity in ovarian high grade serous carcinoma subtypes using single cell and spatial transcriptomics	biorxiv	CL:0000115	endothelial cell	4	ENSG00000110799 | ENSG00000112715 | ENSG00000176435 | ENSG00000184113	VWF | VEGFA | CLEC14A | CLDN5
profile:6e06da3faf7bdffe740f	biorxiv:d8ee72e2-7047-1014-a159-a9ef37bce7a4	title:characterizing intra and inter tumor heterogeneity in ovarian high grade serous carcinoma subtypes using single cell and spatial transcriptomics	biorxiv	CL:0000235	macrophage	4	ENSG00000038945 | ENSG00000090382 | ENSG00000129226 | ENSG00000260314	MSR1 | LYZ | CD68 | MRC1
profile:c5ac2aae1983dfddf118	biorxiv:d8ee72e2-7047-1014-a159-a9ef37bce7a4	title:characterizing intra and inter tumor heterogeneity in ovarian high grade serous carcinoma subtypes using single cell and spatial transcriptomics	biorxiv	CL:0000784	plasmacytoid dendritic cell	3	ENSG00000112149 | ENSG00000186810 | ENSG00000239961	CD83 | CXCR3 | LILRA4
profile:abc0258d4c2a4fe85666	biorxiv:db8af155-6c8b-1014-b5f3-cedb7b3b1723	title:shortening of 3 utrs in most cell types composing tumor tissues implicates alternative polyadenylation in protein metabolism	biorxiv	CL:0000097	mast cell	3	ENSG00000163751 | ENSG00000172236 | ENSG00000197253	CPA3 | TPSAB1 | TPSB2
profile:1953e2d225b00edf98d6	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	title:construction of a solid cox model for aml patients based on multiomics bioinformatic analysis	biorxiv	CL:0000084	T lymphocyte	3	ENSG00000076662 | ENSG00000169442 | ENSG00000171365	ICAM3 | CD52 | CLCN5
profile:f938f2bd4d23f5caf60d	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	title:construction of a solid cox model for aml patients based on multiomics bioinformatic analysis	biorxiv	CL:0000094	granulocyte	4	ENSG00000076662 | ENSG00000084110 | ENSG00000169442 | ENSG00000171365	ICAM3 | HAL | CD52 | CLCN5
profile:0148080b683c5459abd3	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	title:construction of a solid cox model for aml patients based on multiomics bioinformatic analysis	biorxiv	CL:0000236	B lymphocyte	3	ENSG00000076662 | ENSG00000169442 | ENSG00000171365	ICAM3 | CD52 | CLCN5
profile:caf0da2c768994fe84fb	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	title:construction of a solid cox model for aml patients based on multiomics bioinformatic analysis	biorxiv	CL:0000451	dendritic cell	3	ENSG00000076662 | ENSG00000169442 | ENSG00000171365	ICAM3 | CD52 | CLCN5
profile:cccbf5f9c07cfc321c2b	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	title:construction of a solid cox model for aml patients based on multiomics bioinformatic analysis	biorxiv	CL:0000576	monocyte	4	ENSG00000076662 | ENSG00000084110 | ENSG00000169442 | ENSG00000171365	ICAM3 | HAL | CD52 | CLCN5
profile:bb36f7faf244c8f6bb3e	biorxiv:dbf486c9-6c54-1014-9bc5-bf4d8f303013	title:construction of a solid cox model for aml patients based on multiomics bioinformatic analysis	biorxiv	CL:0000623	natural killer cell	3	ENSG00000076662 | ENSG00000169442 | ENSG00000171365	ICAM3 | CD52 | CLCN5
profile:1515041c38f34b869189	biorxiv:dd32f357-70c5-1014-bad0-ccf1b5b647f4	title:differentiation and migration of hematopoietic stem and progenitor cells cross multiple tissues	biorxiv	CL:0000037	hematopoietic stem cell	3	ENSG00000101200 | ENSG00000145708 | ENSG00000214548	AVP | CRHBP | MEG3
profile:194f10e402a8dc15621a	biorxiv:de5904ff-71b0-1014-b1f7-fe7935302eab	title:machine learning links t cell function and spatial localization to neoadjuvant immunotherapy and clinical outcome in pancreatic cancer	biorxiv	CL:0011025	exhausted T cell	3	ENSG00000163508 | ENSG00000188389 | ENSG00000198846	EOMES | PDCD1 | TOX
profile:b6cabfa294ab0310dc86	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	title:acquisition of discrete immune suppressive barriers contributes to the initiation and progression of preinvasive to invasive human lung cancer	biorxiv	CL:0000815	regulatory T cell	4	ENSG00000030419 | ENSG00000049768 | ENSG00000134460 | ENSG00000163599	IKZF2 | FOXP3 | IL2RA | CTLA4
profile:d184628d5291dde8041a	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	title:acquisition of discrete immune suppressive barriers contributes to the initiation and progression of preinvasive to invasive human lung cancer	biorxiv	CL:0020030	exhausted CD4 T cell	6	ENSG00000089692 | ENSG00000156234 | ENSG00000163599 | ENSG00000181847 | ENSG00000188389 | ENSG00000198846	LAG3 | CXCL13 | CTLA4 | TIGIT | PDCD1 | TOX
profile:634d19f32f17accaecb4	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	title:acquisition of discrete immune suppressive barriers contributes to the initiation and progression of preinvasive to invasive human lung cancer	biorxiv	CL:0020031	exhausted CD8 T cell	11	ENSG00000083457 | ENSG00000089692 | ENSG00000110848 | ENSG00000135077 | ENSG00000138185 | ENSG00000156234 | ENSG00000163599 | ENSG00000172215 | ENSG00000188389 | ENSG00000198846 | ENSG00000213949	ITGAE | LAG3 | CD69 | HAVCR2 | ENTPD1 | CXCL13 | CTLA4 | CXCR6 | PDCD1 | TOX | ITGA1
profile:1f3ed52d73df1302485a	biorxiv:e3312584-7421-1014-b0a7-823d4471ccf1	title:a highly resolved integrated single cell atlas of hpv negative head and neck cancer	biorxiv	CL:0000775	neutrophil	6	ENSG00000119535 | ENSG00000140932 | ENSG00000143546 | ENSG00000163421 | ENSG00000185201 | ENSG00000255398	CSF3R | CMTM2 | S100A8 | PROK2 | IFITM2 | HCAR3
profile:4606e9113b986141490b	biorxiv:e3312584-7421-1014-b0a7-823d4471ccf1	title:a highly resolved integrated single cell atlas of hpv negative head and neck cancer	biorxiv	CL:7770004	suprabasal cell	3	ENSG00000163209 | ENSG00000170477 | ENSG00000171401	SPRR3 | KRT4 | KRT13
profile:4cc77a5a4c2e4b7ba148	biorxiv:e3c9e28c-70c5-1014-9616-aa7d906f9d5d	title:cellf deception human microglia clone 3 hmc3 cells exhibit more astrocyte like than microglia like gene expression	biorxiv	CL:0000763	myeloid cell	5	ENSG00000011600 | ENSG00000081237 | ENSG00000165025 | ENSG00000168329 | ENSG00000169896	TYROBP | PTPRC | SYK | CX3CR1 | ITGAM
