profile_id	paper_key	article_key	collection	target_key	target_label	marker_count	gene_curies	gene_symbols
profile:1f8ea1f9bdcae8c76602	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d	title:mapping early patterning events in human neural development using an in vitro microfluidic stem cell model	biorxiv	hindbrain neurectoderm cell	hindbrain neurectoderm cell	3	ENSG00000105996 | ENSG00000143320 | ENSG00000182968	HOXA2 | CRABP2 | SOX1
profile:0f8ccfe82786a78a6541	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d	title:mapping early patterning events in human neural development using an in vitro microfluidic stem cell model	biorxiv	hindbrain patterned cell	hindbrain-patterned cell	2	ENSG00000105996 | ENSG00000182968	HOXA2 | SOX1
profile:e8878f6c1e45ccc8bf22	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d	title:mapping early patterning events in human neural development using an in vitro microfluidic stem cell model	biorxiv	late caudal epiblast cell	late caudal epiblast cell	2	ENSG00000168505 | ENSG00000204531	GBX2 | POU5F1
profile:8344729b1ecd9e236585	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d	title:mapping early patterning events in human neural development using an in vitro microfluidic stem cell model	biorxiv	late rostral epiblast cell	late rostral epiblast cell	2	ENSG00000165588 | ENSG00000204531	OTX2 | POU5F1
profile:b3da97dd377c8b709ace	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d	title:mapping early patterning events in human neural development using an in vitro microfluidic stem cell model	biorxiv	midbrain hindbrain boundary cell	midbrain-hindbrain boundary cell	3	ENSG00000107831 | ENSG00000158815 | ENSG00000162344	FGF8 | FGF17 | FGF19
profile:9f778284da774af307b4	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d	title:mapping early patterning events in human neural development using an in vitro microfluidic stem cell model	biorxiv	otx2 positive rostral cell	OTX2-positive rostral cell	3	ENSG00000095596 | ENSG00000163666 | ENSG00000180730	CYP26A1 | HESX1 | SHISA2
profile:056c205b52c9d34cb990	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d	title:mapping early patterning events in human neural development using an in vitro microfluidic stem cell model	biorxiv	postmitotic neuron	postmitotic neuron	4	ENSG00000104435 | ENSG00000106852 | ENSG00000109132 | ENSG00000139352	STMN2 | LHX6 | PHOX2B | ASCL1
profile:f5002276561ffd302724	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d	title:mapping early patterning events in human neural development using an in vitro microfluidic stem cell model	biorxiv	pre neuralised caudal cell	pre-neuralised caudal cell	1	ENSG00000143320	CRABP2
profile:ac0fc0b281c244cb6cce	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d	title:mapping early patterning events in human neural development using an in vitro microfluidic stem cell model	biorxiv	presumptive midbrain hindbrain boundary cell	presumptive midbrain-hindbrain boundary cell	8	ENSG00000075891 | ENSG00000107831 | ENSG00000125084 | ENSG00000125618 | ENSG00000158815 | ENSG00000163064 | ENSG00000164778 | ENSG00000196092	PAX2 | FGF8 | WNT1 | PAX8 | FGF17 | EN1 | EN2 | PAX5
profile:a2f9128896f500dde62b	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d	title:mapping early patterning events in human neural development using an in vitro microfluidic stem cell model	biorxiv	regional neural progenitor	regional neural progenitor	6	ENSG00000007372 | ENSG00000120094 | ENSG00000158815 | ENSG00000165588 | ENSG00000181449 | ENSG00000182968	PAX6 | HOXB1 | FGF17 | OTX2 | SOX2 | SOX1
profile:4867a2e39662a48b2f3b	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d	title:mapping early patterning events in human neural development using an in vitro microfluidic stem cell model	biorxiv	rostral cell	rostral cell	5	ENSG00000089116 | ENSG00000095596 | ENSG00000128610 | ENSG00000163666 | ENSG00000180730	LHX5 | CYP26A1 | FEZF1 | HESX1 | SHISA2
profile:5d9be65396ced8802340	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d	title:mapping early patterning events in human neural development using an in vitro microfluidic stem cell model	biorxiv	rostral midbrain hindbrain boundary cell	rostral midbrain-hindbrain boundary cell	2	ENSG00000125084 | ENSG00000165588	WNT1 | OTX2
profile:17810f51fab45d021e8c	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d	title:mapping early patterning events in human neural development using an in vitro microfluidic stem cell model	biorxiv	rostral neural cell	rostral neural cell	3	ENSG00000007372 | ENSG00000163666 | ENSG00000180730	PAX6 | HESX1 | SHISA2
profile:f8a55bba76af74cb0b92	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d	title:mapping early patterning events in human neural development using an in vitro microfluidic stem cell model	biorxiv	rostral otx2 positive neuroepithelial cell	rostral OTX2-positive neuroepithelial cell	1	ENSG00000007372	PAX6
profile:e3e546d394a84e2dda95	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d	title:mapping early patterning events in human neural development using an in vitro microfluidic stem cell model	biorxiv	rostral presumptive neuroectoderm cell	rostral presumptive neuroectoderm cell	3	ENSG00000095596 | ENSG00000163666 | ENSG00000180730	CYP26A1 | HESX1 | SHISA2
profile:c6a40ac5994e858ae71b	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d	title:mapping early patterning events in human neural development using an in vitro microfluidic stem cell model	biorxiv	telencephalic progenitor cell	telencephalic progenitor cell	1	ENSG00000176165	FOXG1
profile:e39c5fc4faeb5e0cd1e6	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d	title:mapping early patterning events in human neural development using an in vitro microfluidic stem cell model	biorxiv	ventral diencephalic cell	ventral diencephalic cell	1	ENSG00000251493	FOXD1
profile:511554277dafafc52f49	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d	title:mapping early patterning events in human neural development using an in vitro microfluidic stem cell model	biorxiv	ventral telencephalic cell	ventral telencephalic cell	1	ENSG00000176165	FOXG1
profile:226d3bf42ae6de459eba	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d	title:mapping early patterning events in human neural development using an in vitro microfluidic stem cell model	biorxiv	ventral telencephalic progenitor cell	ventral telencephalic progenitor cell	1	ENSG00000136352	NKX2-1
profile:6c5d4992ceff441de19b	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54	title:single cell analysis of blood mononuclear cells stimulated through cd3 and cd28 shows collateral activation of b and nk cells and demise of monocytes	biorxiv	activated b cell cluster 0	activated B cell cluster 0	4	ENSG00000057657 | ENSG00000073861 | ENSG00000140678 | ENSG00000196664	PRDM1 | TBX21 | ITGAX | TLR7
profile:d1bbea989c1b79e1d1a6	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54	title:single cell analysis of blood mononuclear cells stimulated through cd3 and cd28 shows collateral activation of b and nk cells and demise of monocytes	biorxiv	activated b cell cluster 3	activated B cell cluster 3	2	ENSG00000082512 | ENSG00000143297	TRAF5 | FCRL5
profile:ffc848cd7847aa1d768a	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54	title:single cell analysis of blood mononuclear cells stimulated through cd3 and cd28 shows collateral activation of b and nk cells and demise of monocytes	biorxiv	b cell	B cell	2	ENSG00000156738 | ENSG00000177455	MS4A1 | CD19
profile:11ad35f0b383342400c9	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54	title:single cell analysis of blood mononuclear cells stimulated through cd3 and cd28 shows collateral activation of b and nk cells and demise of monocytes	biorxiv	cd14 positive monocyte	CD14-positive monocyte	2	ENSG00000140678 | ENSG00000170458	ITGAX | CD14
profile:b9fd027d8fe8c6793a30	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54	title:single cell analysis of blood mononuclear cells stimulated through cd3 and cd28 shows collateral activation of b and nk cells and demise of monocytes	biorxiv	cd4 positive t cell	CD4-positive T cell	1	ENSG00000010610	CD4
profile:d691314ea18cb761b777	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54	title:single cell analysis of blood mononuclear cells stimulated through cd3 and cd28 shows collateral activation of b and nk cells and demise of monocytes	biorxiv	cd4 positive t cell cluster 3	CD4-positive T cell cluster 3	3	ENSG00000111796 | ENSG00000112486 | ENSG00000168685	KLRB1 | CCR6 | IL7R
profile:fa50d89bd822e3c4b9c6	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54	title:single cell analysis of blood mononuclear cells stimulated through cd3 and cd28 shows collateral activation of b and nk cells and demise of monocytes	biorxiv	cd8 positive t cell	CD8-positive T cell	1	ENSG00000153563	CD8A
profile:d13d83fd3a9706e30a40	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54	title:single cell analysis of blood mononuclear cells stimulated through cd3 and cd28 shows collateral activation of b and nk cells and demise of monocytes	biorxiv	mucosal associated invariant t cell	mucosal-associated invariant T cell	3	ENSG00000111796 | ENSG00000112486 | ENSG00000143365	KLRB1 | CCR6 | RORC
profile:8c16a9a84c2c368c6e4d	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54	title:single cell analysis of blood mononuclear cells stimulated through cd3 and cd28 shows collateral activation of b and nk cells and demise of monocytes	biorxiv	natural killer cell	natural killer cell	2	ENSG00000127528 | ENSG00000149294	KLF2 | NCAM1
profile:83a8ca176b1d3927da6a	biorxiv:a0900ed8-7609-1014-846c-dd411913591f	title:single cell transcriptomic analysis of kaposi sarcoma	biorxiv	cd34 negative lymphatic endothelial cell	CD34-negative lymphatic endothelial cell	6	ENSG00000005339 | ENSG00000100393 | ENSG00000110042 | ENSG00000135144 | ENSG00000164683 | ENSG00000168036	CREBBP | EP300 | DTX4 | DTX1 | HEY1 | CTNNB1
profile:e2ffb61e3378fb411ba1	biorxiv:a0900ed8-7609-1014-846c-dd411913591f	title:single cell transcriptomic analysis of kaposi sarcoma	biorxiv	cd34 positive kshv infected vascular endothelial cell	CD34-positive KSHV-infected vascular endothelial cell	8	ENSG00000075624 | ENSG00000111640 | ENSG00000117707 | ENSG00000133800 | ENSG00000135218 | ENSG00000154096 | ENSG00000162493 | ENSG00000176956	ACTB | GAPDH | PROX1 | LYVE1 | CD36 | THY1 | PDPN | LY6H
profile:5a94836314e7eb33df20	biorxiv:a0900ed8-7609-1014-846c-dd411913591f	title:single cell transcriptomic analysis of kaposi sarcoma	biorxiv	cd34 positive vascular endothelial cell	CD34-positive vascular endothelial cell	5	ENSG00000133800 | ENSG00000154096 | ENSG00000162493 | ENSG00000197956 | ENSG00000261371	LYVE1 | THY1 | PDPN | S100A6 | PECAM1
profile:17c957c347c0e1a6bcb4	biorxiv:a0900ed8-7609-1014-846c-dd411913591f	title:single cell transcriptomic analysis of kaposi sarcoma	biorxiv	endothelial cell	endothelial cell	4	ENSG00000133800 | ENSG00000135218 | ENSG00000162493 | ENSG00000261371	LYVE1 | CD36 | PDPN | PECAM1
profile:d227b0c434d3d82e97eb	biorxiv:a0900ed8-7609-1014-846c-dd411913591f	title:single cell transcriptomic analysis of kaposi sarcoma	biorxiv	keratinocyte	keratinocyte	1	ENSG00000264230	ANXA8L1
profile:70d64e1f69c375d08a76	biorxiv:a0900ed8-7609-1014-846c-dd411913591f	title:single cell transcriptomic analysis of kaposi sarcoma	biorxiv	kshv infected cell	KSHV-infected cell	1	ENSG00000103888	CEMIP
profile:d5e145dc55d869912952	biorxiv:a0900ed8-7609-1014-846c-dd411913591f	title:single cell transcriptomic analysis of kaposi sarcoma	biorxiv	kshv positive cell	KSHV-positive cell	5	ENSG00000037280 | ENSG00000117707 | ENSG00000123700 | ENSG00000169432 | ENSG00000260314	FLT4 | PROX1 | KCNJ2 | SCN9A | MRC1
profile:82e1a9334f8b8fec4530	biorxiv:a0900ed8-7609-1014-846c-dd411913591f	title:single cell transcriptomic analysis of kaposi sarcoma	biorxiv	macrophage	macrophage	2	ENSG00000125538 | ENSG00000136634	IL1B | IL10
profile:6e48bb2a5c89f770edcc	biorxiv:a0900ed8-7609-1014-846c-dd411913591f	title:single cell transcriptomic analysis of kaposi sarcoma	biorxiv	non infected epithelial cell	non-infected epithelial cell	1	ENSG00000264230	ANXA8L1
profile:1f95bc158509cae30420	biorxiv:a0900ed8-7609-1014-846c-dd411913591f	title:single cell transcriptomic analysis of kaposi sarcoma	biorxiv	non infected macrophage	non-infected macrophage	1	ENSG00000125538	IL1B
profile:69f704678d12920d4810	biorxiv:a350e679-6eb1-1014-96d5-c0b9bbcd470a	title:odformer a virtual organoid for predicting personalized therapeutic responses in pancreatic cancer	biorxiv	gemcitabine plus nab paclitaxel resistant cell	gemcitabine plus nab-paclitaxel resistant cell	2	ENSG00000122711 | ENSG00000198788	SPINK4 | MUC2
profile:ef005bed3410615ddd9c	biorxiv:a3afea1b-6cbb-1014-91c3-a771a94d8f08	title:cryobanking of human distal lung epithelial cells for preservation of their phenotypic and functional characteristics	biorxiv	alveolar type 2 cell	alveolar type 2 cell	1	ENSG00000119888	EPCAM
profile:92dfe86fbd094ef3d468	biorxiv:a3afea1b-6cbb-1014-91c3-a771a94d8f08	title:cryobanking of human distal lung epithelial cells for preservation of their phenotypic and functional characteristics	biorxiv	epithelial cell	epithelial cell	1	ENSG00000119888	EPCAM
profile:e0ae7d83385f9d619c4c	biorxiv:a4dfbfd9-7f07-1014-9596-9cebe6ee6cbb	title:multi omics single cell analysis reveals key regulators of hiv 1 persistence and aberrant host immune responses in early infection	biorxiv	cd4 effector memory t cell	CD4 effector memory T cell	2	ENSG00000113088 | ENSG00000204287	GZMK | HLA-DRA
profile:d6f7de804510293bc9e7	biorxiv:a4dfbfd9-7f07-1014-9596-9cebe6ee6cbb	title:multi omics single cell analysis reveals key regulators of hiv 1 persistence and aberrant host immune responses in early infection	biorxiv	cd4 naïve t cell	CD4 naïve T cell	2	ENSG00000111716 | ENSG00000188404	LDHB | SELL
profile:4af4ceafbb50e49614a2	biorxiv:a4dfbfd9-7f07-1014-9596-9cebe6ee6cbb	title:multi omics single cell analysis reveals key regulators of hiv 1 persistence and aberrant host immune responses in early infection	biorxiv	t helper 17 cell	T helper 17 cell	2	ENSG00000069667 | ENSG00000168610	RORA | STAT3
profile:1d3b0de1d22eea434568	biorxiv:a4dfbfd9-7f07-1014-9596-9cebe6ee6cbb	title:multi omics single cell analysis reveals key regulators of hiv 1 persistence and aberrant host immune responses in early infection	biorxiv	t helper 2 cell	T helper 2 cell	2	ENSG00000107485 | ENSG00000166888	GATA3 | STAT6
profile:72caf14b0bc04dc1fa7a	biorxiv:a54482c5-73e0-1014-b3b0-b8dec8f62e56	title:high throughput differentiation of human blood vessel organoids reveals overlapping and distinct functions of the cerebral cavernous malformation proteins	biorxiv	endothelial cell	endothelial cell	1	ENSG00000127528	KLF2
profile:50559cf557899dd3750f	biorxiv:a54482c5-73e0-1014-b3b0-b8dec8f62e56	title:high throughput differentiation of human blood vessel organoids reveals overlapping and distinct functions of the cerebral cavernous malformation proteins	biorxiv	endothelial tip cell	endothelial tip cell	1	ENSG00000164283	ESM1
profile:a9efaf94a1dc53daf5a8	biorxiv:a54482c5-73e0-1014-b3b0-b8dec8f62e56	title:high throughput differentiation of human blood vessel organoids reveals overlapping and distinct functions of the cerebral cavernous malformation proteins	biorxiv	endothelial to mesenchymal transition cell	endothelial-to-mesenchymal transition cell	2	ENSG00000168542 | ENSG00000196154	COL3A1 | S100A4
profile:5e1dc14eecf921bd6b32	biorxiv:a54482c5-73e0-1014-b3b0-b8dec8f62e56	title:high throughput differentiation of human blood vessel organoids reveals overlapping and distinct functions of the cerebral cavernous malformation proteins	biorxiv	fibroblast	fibroblast	3	ENSG00000164330 | ENSG00000168542 | ENSG00000185559	EBF1 | COL3A1 | DLK1
profile:165440b821664e19f2fc	biorxiv:a63583e3-6c7b-1014-a201-b82bec671474	title:a cell atlas of human adrenal cortex development and disease	biorxiv	definitive zone cell	definitive zone cell	2	ENSG00000136999 | ENSG00000171476	NOV | HOPX
profile:dc7b2294a5b6f2c42f04	biorxiv:a63583e3-6c7b-1014-a201-b82bec671474	title:a cell atlas of human adrenal cortex development and disease	biorxiv	fetal zone cell	fetal zone cell	7	ENSG00000105398 | ENSG00000127948 | ENSG00000140459 | ENSG00000147465 | ENSG00000148795 | ENSG00000166347 | ENSG00000170262	SULT2A1 | POR | CYP11A1 | STAR | CYP17A1 | CYB5A | MRAP
profile:8d2e4a5b6f70cef45e7b	biorxiv:a63583e3-6c7b-1014-a201-b82bec671474	title:a cell atlas of human adrenal cortex development and disease	biorxiv	nov positive hopx negative cell	NOV-positive HOPX-negative cell	1	ENSG00000136999	NOV
profile:d6e4026b9ed4d3dfa16f	biorxiv:a63583e3-6c7b-1014-a201-b82bec671474	title:a cell atlas of human adrenal cortex development and disease	biorxiv	stem cell	stem cell	1	ENSG00000171476	HOPX
profile:40420738840dc1b5bbc9	biorxiv:a63583e3-6c7b-1014-a201-b82bec671474	title:a cell atlas of human adrenal cortex development and disease	biorxiv	zona glomerulosa like cluster	zona glomerulosa-like cluster	5	ENSG00000123358 | ENSG00000153234 | ENSG00000171476 | ENSG00000179142 | ENSG00000203859	NR4A1 | NR4A2 | HOPX | CYP11B2 | HSD3B2
profile:04ec8cba4ec736883c15	biorxiv:a6f25093-6d09-1014-a4b3-a2ea051baaac	title:profet predicts continuous gene expression dynamics from scrna seq data to elucidate heterogeneity of cancer treatment responses	biorxiv	high phenotypic shift cell	high phenotypic shift cell	6	ENSG00000101000 | ENSG00000107731 | ENSG00000164342 | ENSG00000165194 | ENSG00000167680 | ENSG00000184564	PROCR | UNC5B | TLR3 | PCDH19 | SEMA6B | SLITRK6
profile:ed1f77967969e09f93b8	biorxiv:a6ffed23-717d-1014-ae02-d2e67f78dddd	title:a multi gene predictive model for the radiation sensitivity of nasopharyngeal carcinoma based on machine learning	biorxiv	b cell	B cell	2	ENSG00000105369 | ENSG00000156738	CD79A | MS4A1
profile:98dab48a56d1329e9cce	biorxiv:a6ffed23-717d-1014-ae02-d2e67f78dddd	title:a multi gene predictive model for the radiation sensitivity of nasopharyngeal carcinoma based on machine learning	biorxiv	epithelial cell	epithelial cell	2	ENSG00000119888 | ENSG00000186081	EPCAM | KRT5
profile:a04ce141ba71f1a8fbf4	biorxiv:a6ffed23-717d-1014-ae02-d2e67f78dddd	title:a multi gene predictive model for the radiation sensitivity of nasopharyngeal carcinoma based on machine learning	biorxiv	fibroblast	fibroblast	2	ENSG00000011465 | ENSG00000108821	DCN | COL1A1
profile:cd84befc00cb2ef2d949	biorxiv:a6ffed23-717d-1014-ae02-d2e67f78dddd	title:a multi gene predictive model for the radiation sensitivity of nasopharyngeal carcinoma based on machine learning	biorxiv	mast cell	mast cell	3	ENSG00000149534 | ENSG00000163751 | ENSG00000172236	MS4A2 | CPA3 | TPSAB1
profile:17d914f97fbb1ac26f72	biorxiv:a6ffed23-717d-1014-ae02-d2e67f78dddd	title:a multi gene predictive model for the radiation sensitivity of nasopharyngeal carcinoma based on machine learning	biorxiv	myeloid cell	myeloid cell	3	ENSG00000090382 | ENSG00000173369 | ENSG00000204472	LYZ | C1QB | AIF1
profile:e932dfe7fa8de31848a7	biorxiv:a6ffed23-717d-1014-ae02-d2e67f78dddd	title:a multi gene predictive model for the radiation sensitivity of nasopharyngeal carcinoma based on machine learning	biorxiv	t cell	T cell	3	ENSG00000010610 | ENSG00000153563 | ENSG00000167286	CD4 | CD8A | CD3D
profile:f6c852e98a9050be01ee	biorxiv:a83150af-6e3c-1014-8107-a71f7784ca4d	title:single cell multiome and enhancer connectome of human retinal pigment epithelium and choroid nominate pathogenic variants in age related macular degeneration	biorxiv	b cell	B cell	1	ENSG00000153064	BANK1
profile:d228ee22a8db3712621c	biorxiv:a83150af-6e3c-1014-8107-a71f7784ca4d	title:single cell multiome and enhancer connectome of human retinal pigment epithelium and choroid nominate pathogenic variants in age related macular degeneration	biorxiv	fibroblast	fibroblast	1	ENSG00000077942	FBLN1
profile:d2badc0d259240ca94fe	biorxiv:a83150af-6e3c-1014-8107-a71f7784ca4d	title:single cell multiome and enhancer connectome of human retinal pigment epithelium and choroid nominate pathogenic variants in age related macular degeneration	biorxiv	glia cell	glia cell	1	ENSG00000130203	APOE
profile:705caa89bf657b7f0769	biorxiv:a83150af-6e3c-1014-8107-a71f7784ca4d	title:single cell multiome and enhancer connectome of human retinal pigment epithelium and choroid nominate pathogenic variants in age related macular degeneration	biorxiv	macrophage	macrophage	1	ENSG00000124491	F13A1
profile:a537b923d149ca396cad	biorxiv:a83150af-6e3c-1014-8107-a71f7784ca4d	title:single cell multiome and enhancer connectome of human retinal pigment epithelium and choroid nominate pathogenic variants in age related macular degeneration	biorxiv	macular retinal pigment epithelium	macular retinal pigment epithelium	2	ENSG00000103175 | ENSG00000137573	WFDC1 | SULF1
profile:325dba2eb813e2bf69bf	biorxiv:a83150af-6e3c-1014-8107-a71f7784ca4d	title:single cell multiome and enhancer connectome of human retinal pigment epithelium and choroid nominate pathogenic variants in age related macular degeneration	biorxiv	melanocyte	melanocyte	1	ENSG00000077498	TYR
profile:d94dd12e4281ac911397	biorxiv:a83150af-6e3c-1014-8107-a71f7784ca4d	title:single cell multiome and enhancer connectome of human retinal pigment epithelium and choroid nominate pathogenic variants in age related macular degeneration	biorxiv	pericyte and smooth muscle cell	pericyte and smooth muscle cell	1	ENSG00000107796	ACTA2
profile:f7b43fa517bea839f290	biorxiv:a83150af-6e3c-1014-8107-a71f7784ca4d	title:single cell multiome and enhancer connectome of human retinal pigment epithelium and choroid nominate pathogenic variants in age related macular degeneration	biorxiv	peripheral retinal pigment epithelium	peripheral retinal pigment epithelium	2	ENSG00000185774 | ENSG00000197415	KCNIP4 | VEPH1
profile:c3221c200be63fe75c69	biorxiv:a83150af-6e3c-1014-8107-a71f7784ca4d	title:single cell multiome and enhancer connectome of human retinal pigment epithelium and choroid nominate pathogenic variants in age related macular degeneration	biorxiv	retinal pigment epithelium cell	retinal pigment epithelium cell	3	ENSG00000100156 | ENSG00000116745 | ENSG00000182612	SLC16A8 | RPE65 | TSPAN10
profile:c35630c800a85eb09f44	biorxiv:a83150af-6e3c-1014-8107-a71f7784ca4d	title:single cell multiome and enhancer connectome of human retinal pigment epithelium and choroid nominate pathogenic variants in age related macular degeneration	biorxiv	schwann cell	Schwann cell	1	ENSG00000136546	SCN7A
profile:2399cac417cdd5d7cc81	biorxiv:a83150af-6e3c-1014-8107-a71f7784ca4d	title:single cell multiome and enhancer connectome of human retinal pigment epithelium and choroid nominate pathogenic variants in age related macular degeneration	biorxiv	t cell	T cell	1	ENSG00000198821	CD247
profile:fbc753a36b45a9487fc3	biorxiv:a83150af-6e3c-1014-8107-a71f7784ca4d	title:single cell multiome and enhancer connectome of human retinal pigment epithelium and choroid nominate pathogenic variants in age related macular degeneration	biorxiv	vascular endothelial cell	vascular endothelial cell	1	ENSG00000102755	FLT1
profile:c30dff5070ea1178a709	biorxiv:a9567cc0-6e50-1014-9a45-a24404db0d1a	title:intraductal papillary mucinous neoplasm cellular plasticity linked with repeat element dysregulation	biorxiv	gastric intraductal papillary mucinous neoplasm cell	gastric intraductal papillary mucinous neoplasm cell	1	ENSG00000148826	NKX6-2
profile:9f63913cafb289912c83	biorxiv:a9567cc0-6e50-1014-9a45-a24404db0d1a	title:intraductal papillary mucinous neoplasm cellular plasticity linked with repeat element dysregulation	biorxiv	high grade dysplasia intraductal papillary mucinous neoplasm cell	high-grade dysplasia intraductal papillary mucinous neoplasm cell	2	ENSG00000086548 | ENSG00000189143	CEACAM6 | CLDN4
profile:f87a070822e5cf728e56	biorxiv:a9567cc0-6e50-1014-9a45-a24404db0d1a	title:intraductal papillary mucinous neoplasm cellular plasticity linked with repeat element dysregulation	biorxiv	low grade dysplasia intraductal papillary mucinous neoplasm cell	low-grade dysplasia intraductal papillary mucinous neoplasm cell	3	ENSG00000120093 | ENSG00000148826 | ENSG00000152926	HOXB3 | NKX6-2 | ZNF117
profile:2f3996af6d15f56b5a3f	biorxiv:a9567cc0-6e50-1014-9a45-a24404db0d1a	title:intraductal papillary mucinous neoplasm cellular plasticity linked with repeat element dysregulation	biorxiv	t regulatory cell	T-regulatory cell	1	ENSG00000049768	FOXP3
profile:6fb4c2047d9fff14f896	biorxiv:a96dba70-6cf7-1014-a294-bf2ca6d364a0	title:discbio a user friendly pipeline for biomarker discovery in single cell transcriptomics	biorxiv	circulating tumor cell cluster 3	circulating tumor cell cluster 3	13	ENSG00000100644 | ENSG00000105976 | ENSG00000109475 | ENSG00000111057 | ENSG00000112306 | ENSG00000116016 | ENSG00000123416 | ENSG00000141736 | ENSG00000142208 | ENSG00000143947 | ENSG00000146648 | ENSG00000166949 | ENSG00000174444	HIF1A | MET | RPL34 | KRT18 | RPS12 | EPAS1 | TUBA1B | HER2 | AKT1 | RPS27A | EGFR | SMAD3 | RPL4
profile:ac0ec93f85f73718a96e	biorxiv:a96dba70-6cf7-1014-a294-bf2ca6d364a0	title:discbio a user friendly pipeline for biomarker discovery in single cell transcriptomics	biorxiv	circulating tumor cell cluster 4	circulating tumor cell cluster 4	13	ENSG00000003402 | ENSG00000005961 | ENSG00000013306 | ENSG00000054654 | ENSG00000105329 | ENSG00000149781 | ENSG00000163736 | ENSG00000163737 | ENSG00000166333 | ENSG00000168036 | ENSG00000169554 | ENSG00000174175 | ENSG00000251562	CFLAR | ITGA2B | SLC25A39 | SYNE2 | TGFB1 | FERMT3 | PPBP | PF4 | ILK | CTNNB1 | ZEB2 | SELP | MALAT1
profile:ac2dab8f061a4a9febf9	biorxiv:a96dba70-6cf7-1014-a294-bf2ca6d364a0	title:discbio a user friendly pipeline for biomarker discovery in single cell transcriptomics	biorxiv	myxoid liposarcoma cell cluster 2	myxoid liposarcoma cell cluster 2	8	ENSG00000004897 | ENSG00000087586 | ENSG00000117399 | ENSG00000142945 | ENSG00000164611 | ENSG00000166851 | ENSG00000169679 | ENSG00000178999	CDC27 | AURKA | CDC20 | KIF2C | PTTG1 | PLK1 | BUB1 | AURKB
profile:59ba1fc2602bf1249fa8	biorxiv:a96dba70-6cf7-1014-a294-bf2ca6d364a0	title:discbio a user friendly pipeline for biomarker discovery in single cell transcriptomics	biorxiv	myxoid liposarcoma cell cluster 3	myxoid liposarcoma cell cluster 3	1	ENSG00000176890	TYMS
profile:f166375d49691bbb1cf3	biorxiv:a9b298c9-7797-1014-9b95-8bbbe23c746a	title:resting natural killer cells promote the progress of colon cancer liver metastasis by elevating tumor derived sscf	biorxiv	activated natural killer cell	activated natural killer cell	5	ENSG00000110848 | ENSG00000111537 | ENSG00000169508 | ENSG00000174946 | ENSG00000189013	CD69 | IFNG | GPR183 | GPR171 | KIR2DL4
profile:70dfb49b5b145e952a47	biorxiv:a9b298c9-7797-1014-9b95-8bbbe23c746a	title:resting natural killer cells promote the progress of colon cancer liver metastasis by elevating tumor derived sscf	biorxiv	resting natural killer cell	resting natural killer cell	4	ENSG00000075234 | ENSG00000113088 | ENSG00000117281 | ENSG00000166289	TTC38 | GZMK | CD160 | PLEKHF1
profile:befc5c5b6166fafa493f	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	title:massively parallel single cell chromatin landscapes of human immune cell development and intratumoral t cell exhaustion	biorxiv	b cell	B cell	6	ENSG00000066336 | ENSG00000119866 | ENSG00000156738 | ENSG00000164330 | ENSG00000177455 | ENSG00000254087	SPI1 | BCL11A | MS4A1 | EBF1 | CD19 | LYN
profile:60897692b591086e495c	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	title:massively parallel single cell chromatin landscapes of human immune cell development and intratumoral t cell exhaustion	biorxiv	basophil	basophil	2	ENSG00000169194 | ENSG00000179348	IL13 | GATA2
profile:a9d7ef9a326872a788aa	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	title:massively parallel single cell chromatin landscapes of human immune cell development and intratumoral t cell exhaustion	biorxiv	common myeloid progenitor	common myeloid progenitor	1	ENSG00000179348	GATA2
