set_name	color_class	genes	match_rule	matched_genes	matched_gene_count	component	dominant_module	source_corpus	paper_key	cell_type	normalized_cell_type	n_markers	marker_names
Naive/memory green markers	marker-cluster enriched	SELL; CCR7	all	CCR7; SELL	2			hca	hca:0382_10.1371_journal.pbio.3002124_f92c982127	REGULATORY T CELLS	REGULATORY T CELLS	8	CCR7;IL2RA;CTLA4;ICOS;TIGIT;SOCS1;TNFRSF4;SELL
Naive/memory green markers	marker-cluster enriched	SELL; CCR7	all	CCR7; SELL	2	1.0	Naive/memory	hca	hca:0142_10.1016_j.immuni.2023.01.032_b86bd8b65d	T CELL	T CELL	5	CD44;CD69;CCR7;IL7R;SELL
Naive/memory green markers	marker-cluster enriched	SELL; CCR7	all	CCR7; SELL	2	1.0	Naive/memory	biorxiv	biorxiv:96c0ca44-7598-1014-bd6e-c97aae1f298a	TCM	TCM	4	TCF7;CCR7;LEF1;SELL
Naive/memory green markers	marker-cluster enriched	SELL; CCR7	all	CCR7; SELL	2	1.0	Naive/memory	hca	hca:0099_10.1126_sciimmunol.abl9165_5f9974d5f2	TCM	TCM	4	CCR7;KLF2;CD3D;SELL
Naive/memory green markers	marker-cluster enriched	SELL; CCR7	all	CCR7; SELL	2	1.0	Naive/memory	biorxiv	biorxiv:96c0ca44-7598-1014-bd6e-c97aae1f298a	TN	TN	4	TCF7;CCR7;LEF1;SELL
Naive/memory green markers	marker-cluster enriched	SELL; CCR7	all	CCR7; SELL	2	1.0	Naive/memory	biorxiv	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	TREG.1	TREG 1	4	TCF7;CCR7;LEF1;SELL
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB; PRF1	2	3.0	Cytotoxic	hca	hca:0506_10.1038_s41591-022-01680-y_160aaf8b86	ACTIVATED/EFFECTOR T CELL	ACTIVATED EFFECTOR T CELL	4	GZMB;CD40LG;GZMA;PRF1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB; PRF1	2			biorxiv	biorxiv:750a2ba6-6eaa-1014-b156-e23e824a62e0	CD4+ TEM	CD 4 TEM	8	GZMB;NKG7;IFNG;CCR7;IL7R;PRF1;SELL;TNF
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB; PRF1	2			hca	hca:0233_10.1038_s41590-025-02241-4_110ace5bba	CD8 + T EMRA CELL	CD 8 T EMRA CELL	10	CD6;TCF7;GZMB;JAK3;IFNG;GNLY;RPTOR;NCAM1;KLRF1;PRF1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB; PRF1	2	3.0	Cytotoxic	hca	hca:0357_10.1126_science.abf1970_a409ac73f2	CD8 GZMH	CD 8 GZMH	5	LAG3;GZMH;GZMB;PRF1;CCL5
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB; PRF1	2	3.0	Cytotoxic	hca	hca:0420_10.1111_cas.15979_052ebae233	CD8+ CYTOTOXIC T CELL	CD 8 CYTOTOXIC T CELL	5	GZMB;NKG7;GZMK;GZMA;PRF1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB; HAVCR2	2			hca	hca:0247_10.1038_s41591-018-0096-5_140f8f392a	CD8+ T CELL	CD 8 T CELL	11	TNFRSF9;LAG3;GZMH;GZMB;HAVCR2;CD27;GZMA;CD8A;CTLA4;TIGIT;PDCD1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB; PRF1	2	3.0	Cytotoxic	biorxiv	biorxiv:39623bbc-6d42-1014-9e37-a92d75e9c8ca	CD8+ T CELLS	CD 8 T CELLS	3	GZMB;IFNG;PRF1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB; PRF1	2			hca	hca:0318_10.1158_1078-0432.ccr-19-0148_d4eb569329	CD8+ TILS	CD 8 TILS	6	ITGAE;GZMB;CD69;CD27;GZMA;PRF1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	HAVCR2; PRF1	2	2.0	Exhaustion	hca	hca:0215_10.1038_s42003-020-01625-6_cc9e14f4ea	CD8_0	CD 8 0	6	IFNG;HAVCR2;CTLA4;PRF1;TIGIT;PDCD1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB; PRF1	2	3.0	Cytotoxic	hca	hca:0123_10.1371_journal.pone.0267704_5a8157f0f3	CYTOTOXIC T CELL	CYTOTOXIC T CELL	3	GZMB;GZMK;PRF1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB; PRF1	2	7.0	Cytotoxic	hca	hca:0366_10.1038_s41467-021-22164-6_097f05776f	EFFECTOR CD8+ T CELLS	EFFECTOR CD 8 T CELLS	12	TBX21;GZMH;GZMB;IFNG;GZMK;KLRG1;GZMA;EOMES;PRF1;CCL5;CCL3;CCL4
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB; PRF1	2			hca	hca:0379_10.1038_s41698-022-00300-9_7bb9a273c6	EXHAUSTED CD8+ T CELL	EXHAUSTED CD 8 T CELL	11	TNFRSF9;LAG3;GZMB;STMN1;CXCL13;HMGB2;PRF1;TIGIT;TUBB4B;PDCD1;XBP1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB; PRF1	2	3.0	Cytotoxic	biorxiv	biorxiv:611722dd-8008-1014-b70e-fa0b81b0ac37	GZMH+ CD8+ T CELL	GZMH CD 8 T CELL	5	GZMH;GZMB;FGFBP2;SPON2;PRF1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB; PRF1	2			hca	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	INTERFERON RESPONSIVE CYTOTOXIC CD8 T CELL	INTERFERON RESPONSIVE CYTOTOXIC CD 8 T CELL	13	TBX21;LAG3;IL2RB;GZMH;GZMB;GNLY;IFIT3;GZMA;GBP5;IKZF3;ISG20;PRF1;APOBEC3C
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB; PRF1	2	3.0	Cytotoxic	hca	hca:0432_10.1172_jci.insight.156341_02dc39adcf	LN T CELL	LN T CELL	4	GZMH;GZMB;GNLY;PRF1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB; PRF1	2	3.0	Cytotoxic	hca	hca:0379_10.1038_s41698-022-00300-9_7bb9a273c6	MEMORY CD8+ T CELL	MEMORY CD 8 T CELL	3	GZMB;GZMK;PRF1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB; PRF1	2	3.0	Cytotoxic	hca	hca:0161_10.1681_asn.2020030326_bf5d42b566	RECIPIENT T CELL	RECIPIENT T CELL	4	GZMB;NKG7;GNLY;PRF1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB; PRF1	2			biorxiv	biorxiv:8a79edc5-6e0d-1014-bd87-aa1de4068967	T CELL	T CELL	9	TBX21;GZMB;IL10RA;ZAP70;GZMA;CD8A;CTLA4;PRF1;PDCD1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB; HAVCR2	2			biorxiv	biorxiv:1e500b21-6c04-1014-adde-c104b14bbdad	TERMINALLY-DIFFERENTIATED PHENOTYPE OF CD8+ T CELL	TERMINALLY DIFFERENTIATED PHENOTYPE OF CD 8 T CELL	4	LAG3;GZMB;HAVCR2;CXCL13
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB	1			hca	hca:0491_10.1016_j.celrep.2018.09.006_befb59b9fa	CD3+ ΑΒ T CELL	CD 3 T CELL	6	CD44;GZMB;CD69;GZMA;IL2RG;TNFRSF18
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	HAVCR2	1	2.0	Exhaustion	biorxiv	biorxiv:8060bfa3-6d4f-1014-b2ea-be74caad434f	CD4+ T CELL	CD 4 T CELL	4	HAVCR2;CTLA4;TIGIT;PDCD1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	HAVCR2	1	2.0	Exhaustion	hca	hca:0151_10.1038_s41586-022-04718-w_1bf3167cbc	CD4+ T REG	CD 4 T REG	3	HAVCR2;ICOS;PDCD1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB	1	3.0	Cytotoxic	biorxiv	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	CD4-CTLS	CD 4 CTLS	5	GZMH;GZMB;NKG7;GNLY;GZMA
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	PRF1	1	7.0	Cytotoxic	biorxiv	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	CD4.7	CD 4 7	7	GZMH;IFNG;GZMA;PRF1;CCL5;CCL3;CCL4
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB	1			hca	hca:0364_10.1161_circulationaha.120.046528_00aa2deb4c	CD4_ACTIVE	CD 4 ACTIVE	4	CREM;GZMB;RGCC;CXCR6
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	PRF1	1			hca	hca:0357_10.1126_science.abf1970_a409ac73f2	CD8 GZMK	CD 8 GZMK	4	LAG3;GZMK;PRF1;CCL5
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB	1	3.0	Cytotoxic	hca	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	CD8 TRM	CD 8 TRM	4	GZMH;GZMB;GZMA;GZMM
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	HAVCR2	1	2.0	Exhaustion	biorxiv	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	CD8+ EXHAUSTED T CELL (TEXH)	CD 8 EXHAUSTED T CELL TEXH	3	LAG3;HAVCR2;PDCD1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	HAVCR2	1			hca	hca:0264_10.1186_s13059-022-02677-z_ec9d743757	CD8+ GZMB	CD 8 GZMB	4	LAG3;HAVCR2;CD96;CXCL13
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	HAVCR2	1			biorxiv	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	CD8+ PROLIFERATING EXHAUSTED T CELL	CD 8 PROLIFERATING EXHAUSTED T CELL	3	TOP2A;HAVCR2;MKI67
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	HAVCR2	1	2.0	Exhaustion	biorxiv	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	CD8+ PROLIFERATING T CELL	CD 8 PROLIFERATING T CELL	4	SIRPG;LAG3;HAVCR2;TIGIT
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	PRF1	1	7.0	Cytotoxic	hca	hca:0264_10.1186_s13059-022-02677-z_ec9d743757	CD8+GZMB	CD 8 GZMB	5	GZMH;IFNG;GZMA;PRF1;CCL4
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB	1	3.0	Cytotoxic	hca	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	CD8-GZMK	CD 8 GZMK	5	GZMH;GZMB;GZMK;GZMA;GZMM
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	PRF1	1	3.0	Cytotoxic	biorxiv	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	CD8.3	CD 8 3	5	NKG7;GNLY;FGFBP2;PRF1;FCGR3A
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	PRF1	1	3.0	Cytotoxic	biorxiv	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	CD8.5	CD 8 5	5	NKG7;GNLY;FGFBP2;PRF1;FCGR3A
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	HAVCR2	1			biorxiv	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	CD8.8	CD 8 8	11	ITGAE;LAG3;CD69;HAVCR2;ENTPD1;CXCL13;CTLA4;CXCR6;PDCD1;TOX;ITGA1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	PRF1	1			hca	hca:0364_10.1161_circulationaha.120.046528_00aa2deb4c	CD8_TEMRA	CD 8 TEMRA	5	GNLY;KLRD1;HOPX;PRF1;CCL5
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	PRF1	1	3.0	Cytotoxic	hca	hca:0474_10.3389_fimmu.2021.689019_ff96e36403	CLUSTER 4 T CELL	CLUSTER 4 T CELL	4	GNLY;FGFBP2;PRF1;FCGR3A
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	HAVCR2	1	2.0	Exhaustion	hca	hca:0349_10.1038_s41467-023-36296-4_67ae3c1e19	CTLA4+ CD8+ T CELL	CTLA 4 CD 8 T CELL	4	LAG3;HAVCR2;CTLA4;TIGIT
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	PRF1	1			biorxiv	biorxiv:ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada	CYTOTOXIC EFFECTOR CD8+ T CELL	CYTOTOXIC EFFECTOR CD 8 T CELL	12	GZMH;NKG7;GZMK;PLEK;GZMA;CD8A;DUSP2;EOMES;CD8B;PRF1;CCL5;CCL4
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	HAVCR2	1	2.0	Exhaustion	hca	hca:0420_10.1111_cas.15979_052ebae233	EXHAUSTED CD8+ T CELL	EXHAUSTED CD 8 T CELL	6	LAG3;HAVCR2;CTLA4;TIGIT;PDCD1;LAYN
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	HAVCR2	1	2.0	Exhaustion	biorxiv	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	EXHAUSTED T CELL	EXHAUSTED T CELL	5	CD38;CD101;HAVCR2;CTLA4;PDCD1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	HAVCR2	1	2.0	Exhaustion	biorxiv	biorxiv:de6d33dd-734f-1014-a302-e21bedf0ba65	EXHAUSTION-LIKE CD8+ CAR-T CELL	EXHAUSTION LIKE CD 8 CAR T CELL	5	TNFRSF9;HAVCR2;CTLA4;TIGIT;CCL3
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB	1	3.0	Cytotoxic	biorxiv	biorxiv:315fa881-726d-1014-9d3d-bbe9b5731a1d	MAIT	MAIT	5	GZMH;GZMB;GZMK;GZMA;GZMM
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	HAVCR2	1			biorxiv	biorxiv:de5904ff-71b0-1014-b1f7-fe7935302eab	T CELL	T CELL	11	CD38;CD44;TCF7;LAG3;TBX21;HAVCR2;ENTPD1;MKI67;EOMES;PDCD1;TOX
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	GZMB	1			hca	hca:0426_10.1038_s41467-019-12464-3_0f8440336d	TEM/TRM-LIKE CLUSTER	TEM TRM LIKE CLUSTER	5	GZMB;GZMK;CXCR6;ITGA1;CCL5
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	HAVCR2	1	2.0	Exhaustion	hca	hca:0047_10.15252_embj.2020107333_a4d0f57474	TREG	TREG	4	FOXP3;HAVCR2;CTLA4;TIGIT
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	HAVCR2	1	2.0	Exhaustion	hca	hca:0047_10.15252_embj.2020107333_a4d0f57474	TREG SUBSET	TREG SUBSET	5	LAG3;HAVCR2;BATF;CTLA4;TIGIT
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	any	HAVCR2	1			biorxiv	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	TREG.2	TREG 2	16	TNFRSF1B;TNFRSF9;FOXP3;PKM;ENO1;LAG3;GAPDH;LDHA;HAVCR2;CTLA4;ICOS;LAIR2;TIGIT;TNFRSF4;TNFRSF18;PDCD1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	at least 2	GZMB; PRF1	2	3.0	Cytotoxic	hca	hca:0506_10.1038_s41591-022-01680-y_160aaf8b86	ACTIVATED/EFFECTOR T CELL	ACTIVATED EFFECTOR T CELL	4	GZMB;CD40LG;GZMA;PRF1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	at least 2	GZMB; PRF1	2			biorxiv	biorxiv:750a2ba6-6eaa-1014-b156-e23e824a62e0	CD4+ TEM	CD 4 TEM	8	GZMB;NKG7;IFNG;CCR7;IL7R;PRF1;SELL;TNF
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	at least 2	GZMB; PRF1	2			hca	hca:0233_10.1038_s41590-025-02241-4_110ace5bba	CD8 + T EMRA CELL	CD 8 T EMRA CELL	10	CD6;TCF7;GZMB;JAK3;IFNG;GNLY;RPTOR;NCAM1;KLRF1;PRF1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	at least 2	GZMB; PRF1	2	3.0	Cytotoxic	hca	hca:0357_10.1126_science.abf1970_a409ac73f2	CD8 GZMH	CD 8 GZMH	5	LAG3;GZMH;GZMB;PRF1;CCL5
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	at least 2	GZMB; PRF1	2	3.0	Cytotoxic	hca	hca:0420_10.1111_cas.15979_052ebae233	CD8+ CYTOTOXIC T CELL	CD 8 CYTOTOXIC T CELL	5	GZMB;NKG7;GZMK;GZMA;PRF1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	at least 2	GZMB; HAVCR2	2			hca	hca:0247_10.1038_s41591-018-0096-5_140f8f392a	CD8+ T CELL	CD 8 T CELL	11	TNFRSF9;LAG3;GZMH;GZMB;HAVCR2;CD27;GZMA;CD8A;CTLA4;TIGIT;PDCD1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	at least 2	GZMB; PRF1	2	3.0	Cytotoxic	biorxiv	biorxiv:39623bbc-6d42-1014-9e37-a92d75e9c8ca	CD8+ T CELLS	CD 8 T CELLS	3	GZMB;IFNG;PRF1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	at least 2	GZMB; PRF1	2			hca	hca:0318_10.1158_1078-0432.ccr-19-0148_d4eb569329	CD8+ TILS	CD 8 TILS	6	ITGAE;GZMB;CD69;CD27;GZMA;PRF1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	at least 2	HAVCR2; PRF1	2	2.0	Exhaustion	hca	hca:0215_10.1038_s42003-020-01625-6_cc9e14f4ea	CD8_0	CD 8 0	6	IFNG;HAVCR2;CTLA4;PRF1;TIGIT;PDCD1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	at least 2	GZMB; PRF1	2	3.0	Cytotoxic	hca	hca:0123_10.1371_journal.pone.0267704_5a8157f0f3	CYTOTOXIC T CELL	CYTOTOXIC T CELL	3	GZMB;GZMK;PRF1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	at least 2	GZMB; PRF1	2	7.0	Cytotoxic	hca	hca:0366_10.1038_s41467-021-22164-6_097f05776f	EFFECTOR CD8+ T CELLS	EFFECTOR CD 8 T CELLS	12	TBX21;GZMH;GZMB;IFNG;GZMK;KLRG1;GZMA;EOMES;PRF1;CCL5;CCL3;CCL4
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	at least 2	GZMB; PRF1	2			hca	hca:0379_10.1038_s41698-022-00300-9_7bb9a273c6	EXHAUSTED CD8+ T CELL	EXHAUSTED CD 8 T CELL	11	TNFRSF9;LAG3;GZMB;STMN1;CXCL13;HMGB2;PRF1;TIGIT;TUBB4B;PDCD1;XBP1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	at least 2	GZMB; PRF1	2	3.0	Cytotoxic	biorxiv	biorxiv:611722dd-8008-1014-b70e-fa0b81b0ac37	GZMH+ CD8+ T CELL	GZMH CD 8 T CELL	5	GZMH;GZMB;FGFBP2;SPON2;PRF1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	at least 2	GZMB; PRF1	2			hca	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	INTERFERON RESPONSIVE CYTOTOXIC CD8 T CELL	INTERFERON RESPONSIVE CYTOTOXIC CD 8 T CELL	13	TBX21;LAG3;IL2RB;GZMH;GZMB;GNLY;IFIT3;GZMA;GBP5;IKZF3;ISG20;PRF1;APOBEC3C
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	at least 2	GZMB; PRF1	2	3.0	Cytotoxic	hca	hca:0432_10.1172_jci.insight.156341_02dc39adcf	LN T CELL	LN T CELL	4	GZMH;GZMB;GNLY;PRF1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	at least 2	GZMB; PRF1	2	3.0	Cytotoxic	hca	hca:0379_10.1038_s41698-022-00300-9_7bb9a273c6	MEMORY CD8+ T CELL	MEMORY CD 8 T CELL	3	GZMB;GZMK;PRF1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	at least 2	GZMB; PRF1	2	3.0	Cytotoxic	hca	hca:0161_10.1681_asn.2020030326_bf5d42b566	RECIPIENT T CELL	RECIPIENT T CELL	4	GZMB;NKG7;GNLY;PRF1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	at least 2	GZMB; PRF1	2			biorxiv	biorxiv:8a79edc5-6e0d-1014-bd87-aa1de4068967	T CELL	T CELL	9	TBX21;GZMB;IL10RA;ZAP70;GZMA;CD8A;CTLA4;PRF1;PDCD1
Cytotoxic/exhaustion green markers	marker-cluster enriched	HAVCR2; PRF1; GZMB	at least 2	GZMB; HAVCR2	2			biorxiv	biorxiv:1e500b21-6c04-1014-adde-c104b14bbdad	TERMINALLY-DIFFERENTIATED PHENOTYPE OF CD8+ T CELL	TERMINALLY DIFFERENTIATED PHENOTYPE OF CD 8 T CELL	4	LAG3;GZMB;HAVCR2;CXCL13
Residency green marker	marker-cluster enriched	ZNF683	any	ZNF683	1	6.0	Residency	biorxiv	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	CD8.4	CD 8 4	6	ITGAE;CD69;KLRC1;CXCR6;ZNF683;ITGA1
Residency green marker	marker-cluster enriched	ZNF683	any	ZNF683	1	6.0	Residency	hca	hca:0508_10.1016_j.devcel.2022.07.004_cfe769c9cf	TISSUE RESIDENT MEMORY T (TRM) CELL	TISSUE RESIDENT MEMORY T TRM CELL	3	CD69;ZNF683;ITGA1
Residency green marker	marker-cluster enriched	ZNF683	all	ZNF683	1	6.0	Residency	biorxiv	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	CD8.4	CD 8 4	6	ITGAE;CD69;KLRC1;CXCR6;ZNF683;ITGA1
Residency green marker	marker-cluster enriched	ZNF683	all	ZNF683	1	6.0	Residency	hca	hca:0508_10.1016_j.devcel.2022.07.004_cfe769c9cf	TISSUE RESIDENT MEMORY T (TRM) CELL	TISSUE RESIDENT MEMORY T TRM CELL	3	CD69;ZNF683;ITGA1
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D; CD3G	2	4.0	Other	hca	hca:0076_10.1016_j.cell.2021.01.053_e0734afb82	CD4 AND CD8 T CELLS	CD 4 AND CD 8 T CELLS	6	CD40LG;CD8A;CD3D;CD8B;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D; CD3G	2			hca	hca:0345_10.3389_fimmu.2021.645666_15198bd9bb	CD4+ T CELL	CD 4 T CELL	22	CD4;HSPA5;RHOA;ACTB;EZR;ALDH2;ITGA4;CALL;PGD;MSN;ITGB1;TKT;SYK;PDIA3;CD3D;IL7R;UBB;PPP1CA;GRB2;CD3E;LYN;CD3G
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D; CD3G	2			hca	hca:0345_10.3389_fimmu.2021.645666_15198bd9bb	CD8+ T CELL	CD 8 T CELL	18	RHOA;ACTB;PTPN6;ZAP70;ITGA4;CALL;ITGB1;CD8A;PDIA3;CD3D;IL7R;CD8B;PPP1CA;GRB2;CD247;CD3E;LYN;CD3G
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D; CD3G	2	4.0	Other	biorxiv	biorxiv:1fa7b83f-6da7-1014-a69d-d257852e8dd1	T CELL	T CELL	3	CD3D;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D; CD3G	2	4.0	Other	biorxiv	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	T CELL	T CELL	4	CD3D;TRBC1;TRAC;CD3G
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D; CD3G	2	4.0	Other	biorxiv	biorxiv:8e460cfc-7020-1014-9694-e5bf39316223	T CELL	T CELL	3	CD3D;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D; CD3G	2	4.0	Other	hca	hca:0164_10.1177_00220345221147908_13bf485ac8	T CELL	T CELL	3	CD3D;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D; CD3G	2	4.0	Other	hca	hca:0418_10.1038_s42003-020-0922-4_8904851286	T CELL	T CELL	4	CD3D;LCK;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D; CD3G	2	4.0	Other	hca	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446	T CELL	T CELL	3	CD3D;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D; CD3G	2	4.0	Other	hca	hca:0109_10.7554_elife.91792.1_056dda27be	T CELLS	T CELLS	5	CD3D;CD247;CD3E;TRAC;CD3G
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D; CD3G	2	4.0	Other	hca	hca:0291_10.1016_j.cell.2019.06.024_7d6cf2f1e2	T CELLS	T CELLS	4	CD2;CD3D;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D; CD3G	2	4.0	Other	biorxiv	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	T-CELL	T CELL	3	CD3D;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	any	CD3G	1	1.0	Naive/memory	hca	hca:0207_10.1016_j.immuni.2020.11.017_b182001861	CD4+ T CELL	CD 4 T CELL	3	CD4;CCR7;CD3G
