resource	study_uid	context_uid	study_label	labelset	cell_type	normalized_cell_type	n_markers	n_local_private_markers	local_private_fraction	n_same_label_other_study_profiles	marker_fraction_recovered_by_same_label_other_studies	local_private_fraction_recovered_by_same_label_other_studies
LLMarkers	llmarkers|biorxiv|9f961596-7f11-1014-8c2f-a898bdc06a6d	llmarkers|biorxiv|9f961596-7f11-1014-8c2f-a898bdc06a6d	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d		REGIONAL NEURAL PROGENITOR PHASE	REGIONAL NEURAL PROGENITOR PHASE	6	1	0.16666666666666666	0		
LLMarkers	llmarkers|biorxiv|9f961596-7f11-1014-8c2f-a898bdc06a6d	llmarkers|biorxiv|9f961596-7f11-1014-8c2f-a898bdc06a6d	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d		ROSTRAL CELLS	ROSTRAL CELLS	3	0	0.0	0		
LLMarkers	llmarkers|biorxiv|9f961596-7f11-1014-8c2f-a898bdc06a6d	llmarkers|biorxiv|9f961596-7f11-1014-8c2f-a898bdc06a6d	biorxiv:9f961596-7f11-1014-8c2f-a898bdc06a6d		ROSTRAL PRESUMPTIVE NEUROECTODERM	ROSTRAL PRESUMPTIVE NEUROECTODERM	5	2	0.4	0		
LLMarkers	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54		ACTIVATED B CELL	ACTIVATED B CELL	10	4	0.4	1	0.6	0.75
LLMarkers	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54		ACTIVATED CD4+ T CELL	ACTIVATED CD 4 T CELL	4	1	0.25	0		
LLMarkers	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54		ACTIVATED CELL	ACTIVATED CELL	5	1	0.2	0		
LLMarkers	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54		ACTIVATED MEMORY CELL	ACTIVATED MEMORY CELL	5	1	0.2	0		
LLMarkers	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54		ACTIVATED NK CELL	ACTIVATED NK CELL	4	3	0.75	1	0.0	0.0
LLMarkers	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54		ACTIVATED T CELL	ACTIVATED T CELL	7	0	0.0	1	0.7142857142857143	
LLMarkers	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54		AGE-ASSOCIATED B CELL	AGE ASSOCIATED B CELL	3	0	0.0	0		
LLMarkers	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54		CD4+ T CELL	CD 4 T CELL	5	3	0.6	16	0.2	0.3333333333333333
LLMarkers	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54		CLUSTER 3 CELL	CLUSTER 3 CELL	3	1	0.3333333333333333	0		
LLMarkers	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54		DN2 CELL	DN 2 CELL	5	2	0.4	1	0.8	1.0
LLMarkers	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54		LPS2	LPS 2	5	3	0.6	1	0.6	1.0
LLMarkers	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54		LPS3	LPS 3	12	9	0.75	1	0.3333333333333333	0.4444444444444444
LLMarkers	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54		MAIT CELL	MAIT CELL	3	1	0.3333333333333333	1	0.3333333333333333	0.0
LLMarkers	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54		MEMORY CELL	MEMORY CELL	5	2	0.4	0		
LLMarkers	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54		MONOCYTE	MONOCYTE	6	3	0.5	23	0.6666666666666666	0.3333333333333333
LLMarkers	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54		NK CELL	NK CELL	7	4	0.5714285714285714	15	0.7142857142857143	0.75
LLMarkers	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54		NK CELLS IN CLUSTER 4	NK CELLS IN CLUSTER 4	5	1	0.2	0		
LLMarkers	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	llmarkers|biorxiv|9f9eded3-6d6e-1014-996d-af8f6f192d54	biorxiv:9f9eded3-6d6e-1014-996d-af8f6f192d54		OTHER MEMORY CELL	OTHER MEMORY CELL	3	0	0.0	1	1.0	
LLMarkers	llmarkers|biorxiv|a0900ed8-7609-1014-846c-dd411913591f	llmarkers|biorxiv|a0900ed8-7609-1014-846c-dd411913591f	biorxiv:a0900ed8-7609-1014-846c-dd411913591f		CD34+ CLUSTER	CD 34 CLUSTER	9	7	0.7777777777777778	0		
LLMarkers	llmarkers|biorxiv|a0900ed8-7609-1014-846c-dd411913591f	llmarkers|biorxiv|a0900ed8-7609-1014-846c-dd411913591f	biorxiv:a0900ed8-7609-1014-846c-dd411913591f		CD34+ VASCULAR ENDOTHELIAL CELL	CD 34 VASCULAR ENDOTHELIAL CELL	4	2	0.5	0		
LLMarkers	llmarkers|biorxiv|a0900ed8-7609-1014-846c-dd411913591f	llmarkers|biorxiv|a0900ed8-7609-1014-846c-dd411913591f	biorxiv:a0900ed8-7609-1014-846c-dd411913591f		CD34- LYMPHATIC ENDOTHELIAL CELL	CD 34 LYMPHATIC ENDOTHELIAL CELL	3	0	0.0	0		
LLMarkers	llmarkers|biorxiv|a0900ed8-7609-1014-846c-dd411913591f	llmarkers|biorxiv|a0900ed8-7609-1014-846c-dd411913591f	biorxiv:a0900ed8-7609-1014-846c-dd411913591f		CD34-CLUSTER	CD 34 CLUSTER	6	4	0.6666666666666666	0		
LLMarkers	llmarkers|biorxiv|a0900ed8-7609-1014-846c-dd411913591f	llmarkers|biorxiv|a0900ed8-7609-1014-846c-dd411913591f	biorxiv:a0900ed8-7609-1014-846c-dd411913591f		KSHV-POSITIVE CELL	KSHV POSITIVE CELL	4	3	0.75	0		
LLMarkers	llmarkers|biorxiv|a0900ed8-7609-1014-846c-dd411913591f	llmarkers|biorxiv|a0900ed8-7609-1014-846c-dd411913591f	biorxiv:a0900ed8-7609-1014-846c-dd411913591f		T CELL	T CELL	3	3	1.0	37	1.0	1.0
LLMarkers	llmarkers|biorxiv|a4dfbfd9-7f07-1014-9596-9cebe6ee6cbb	llmarkers|biorxiv|a4dfbfd9-7f07-1014-9596-9cebe6ee6cbb	biorxiv:a4dfbfd9-7f07-1014-9596-9cebe6ee6cbb		TH17 CELL	TH 17 CELL	5	5	1.0	0		
LLMarkers	llmarkers|biorxiv|a54482c5-73e0-1014-b3b0-b8dec8f62e56	llmarkers|biorxiv|a54482c5-73e0-1014-b3b0-b8dec8f62e56	biorxiv:a54482c5-73e0-1014-b3b0-b8dec8f62e56		FIBROBLAST CELL CLUSTER	FIBROBLAST CELL CLUSTER	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|a63583e3-6c7b-1014-a201-b82bec671474	llmarkers|biorxiv|a63583e3-6c7b-1014-a201-b82bec671474	biorxiv:a63583e3-6c7b-1014-a201-b82bec671474		ADRENAL CORTEX	ADRENAL CORTEX	13	9	0.6923076923076923	0		
LLMarkers	llmarkers|biorxiv|a63583e3-6c7b-1014-a201-b82bec671474	llmarkers|biorxiv|a63583e3-6c7b-1014-a201-b82bec671474	biorxiv:a63583e3-6c7b-1014-a201-b82bec671474		DZ	DZ	4	1	0.25	1	0.0	0.0
LLMarkers	llmarkers|biorxiv|a63583e3-6c7b-1014-a201-b82bec671474	llmarkers|biorxiv|a63583e3-6c7b-1014-a201-b82bec671474	biorxiv:a63583e3-6c7b-1014-a201-b82bec671474		FETAL ZONE	FETAL ZONE	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|a63583e3-6c7b-1014-a201-b82bec671474	llmarkers|biorxiv|a63583e3-6c7b-1014-a201-b82bec671474	biorxiv:a63583e3-6c7b-1014-a201-b82bec671474		FZ	FZ	8	4	0.5	0		
LLMarkers	llmarkers|biorxiv|a63583e3-6c7b-1014-a201-b82bec671474	llmarkers|biorxiv|a63583e3-6c7b-1014-a201-b82bec671474	biorxiv:a63583e3-6c7b-1014-a201-b82bec671474		MESENCHYME	MESENCHYME	3	2	0.6666666666666666	0		
LLMarkers	llmarkers|biorxiv|a63583e3-6c7b-1014-a201-b82bec671474	llmarkers|biorxiv|a63583e3-6c7b-1014-a201-b82bec671474	biorxiv:a63583e3-6c7b-1014-a201-b82bec671474		ZONA GLOMERULOSA-LIKE CLUSTER	ZONA GLOMERULOSA LIKE CLUSTER	5	2	0.4	0		
LLMarkers	llmarkers|biorxiv|a6f25093-6d09-1014-a4b3-a2ea051baaac	llmarkers|biorxiv|a6f25093-6d09-1014-a4b3-a2ea051baaac	biorxiv:a6f25093-6d09-1014-a4b3-a2ea051baaac		HIGH-SHIFT	HIGH SHIFT	6	6	1.0	0		
LLMarkers	llmarkers|biorxiv|a6ffed23-717d-1014-ae02-d2e67f78dddd	llmarkers|biorxiv|a6ffed23-717d-1014-ae02-d2e67f78dddd	biorxiv:a6ffed23-717d-1014-ae02-d2e67f78dddd		MAST CELL	MAST CELL	3	3	1.0	14	1.0	1.0
LLMarkers	llmarkers|biorxiv|a6ffed23-717d-1014-ae02-d2e67f78dddd	llmarkers|biorxiv|a6ffed23-717d-1014-ae02-d2e67f78dddd	biorxiv:a6ffed23-717d-1014-ae02-d2e67f78dddd		MYELOID CELL	MYELOID CELL	3	3	1.0	9	0.3333333333333333	0.3333333333333333
LLMarkers	llmarkers|biorxiv|a6ffed23-717d-1014-ae02-d2e67f78dddd	llmarkers|biorxiv|a6ffed23-717d-1014-ae02-d2e67f78dddd	biorxiv:a6ffed23-717d-1014-ae02-d2e67f78dddd		T CELL	T CELL	3	3	1.0	37	1.0	1.0
LLMarkers	llmarkers|biorxiv|a83150af-6e3c-1014-8107-a71f7784ca4d	llmarkers|biorxiv|a83150af-6e3c-1014-8107-a71f7784ca4d	biorxiv:a83150af-6e3c-1014-8107-a71f7784ca4d		RPE	RPE	3	3	1.0	2	0.3333333333333333	0.3333333333333333
LLMarkers	llmarkers|biorxiv|a96dba70-6cf7-1014-a294-bf2ca6d364a0	llmarkers|biorxiv|a96dba70-6cf7-1014-a294-bf2ca6d364a0	biorxiv:a96dba70-6cf7-1014-a294-bf2ca6d364a0		CLUSTER 2	CLUSTER 2	9	8	0.8888888888888888	18	0.1111111111111111	0.125
LLMarkers	llmarkers|biorxiv|a96dba70-6cf7-1014-a294-bf2ca6d364a0	llmarkers|biorxiv|a96dba70-6cf7-1014-a294-bf2ca6d364a0	biorxiv:a96dba70-6cf7-1014-a294-bf2ca6d364a0		CLUSTER 3	CLUSTER 3	16	15	0.9375	11	0.0625	0.06666666666666667
LLMarkers	llmarkers|biorxiv|a96dba70-6cf7-1014-a294-bf2ca6d364a0	llmarkers|biorxiv|a96dba70-6cf7-1014-a294-bf2ca6d364a0	biorxiv:a96dba70-6cf7-1014-a294-bf2ca6d364a0		CLUSTER 4	CLUSTER 4	8	8	1.0	10	0.0	0.0
LLMarkers	llmarkers|biorxiv|a9b298c9-7797-1014-9b95-8bbbe23c746a	llmarkers|biorxiv|a9b298c9-7797-1014-9b95-8bbbe23c746a	biorxiv:a9b298c9-7797-1014-9b95-8bbbe23c746a		ACTIVATED NK CELL	ACTIVATED NK CELL	4	4	1.0	1	0.0	0.0
LLMarkers	llmarkers|biorxiv|a9b298c9-7797-1014-9b95-8bbbe23c746a	llmarkers|biorxiv|a9b298c9-7797-1014-9b95-8bbbe23c746a	biorxiv:a9b298c9-7797-1014-9b95-8bbbe23c746a		RESTING NK CELL	RESTING NK CELL	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|ab05f819-6c04-1014-81aa-9646e853264a	llmarkers|biorxiv|ab05f819-6c04-1014-81aa-9646e853264a	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a		B CELL	B CELL	5	1	0.2	29	0.6	1.0
LLMarkers	llmarkers|biorxiv|ab05f819-6c04-1014-81aa-9646e853264a	llmarkers|biorxiv|ab05f819-6c04-1014-81aa-9646e853264a	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a		CLUSTERS 14-16	CLUSTERS 14 16	3	1	0.3333333333333333	0		
LLMarkers	llmarkers|biorxiv|ab05f819-6c04-1014-81aa-9646e853264a	llmarkers|biorxiv|ab05f819-6c04-1014-81aa-9646e853264a	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a		CLUSTERS 2-4	CLUSTERS 2 4	4	3	0.75	0		
LLMarkers	llmarkers|biorxiv|ab05f819-6c04-1014-81aa-9646e853264a	llmarkers|biorxiv|ab05f819-6c04-1014-81aa-9646e853264a	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a		EXHAUSTED T CELL	EXHAUSTED T CELL	5	5	1.0	0		
LLMarkers	llmarkers|biorxiv|ab05f819-6c04-1014-81aa-9646e853264a	llmarkers|biorxiv|ab05f819-6c04-1014-81aa-9646e853264a	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a		MDC	MDC	3	1	0.3333333333333333	0		
LLMarkers	llmarkers|biorxiv|ab05f819-6c04-1014-81aa-9646e853264a	llmarkers|biorxiv|ab05f819-6c04-1014-81aa-9646e853264a	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a		MDCS AND TISSUE MACROPHAGE	MDCS AND TISSUE MACROPHAGE	3	2	0.6666666666666666	0		
LLMarkers	llmarkers|biorxiv|ab05f819-6c04-1014-81aa-9646e853264a	llmarkers|biorxiv|ab05f819-6c04-1014-81aa-9646e853264a	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a		MONOCYTE	MONOCYTE	3	2	0.6666666666666666	23	0.3333333333333333	0.5
LLMarkers	llmarkers|biorxiv|ab05f819-6c04-1014-81aa-9646e853264a	llmarkers|biorxiv|ab05f819-6c04-1014-81aa-9646e853264a	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a		T CELL	T CELL	6	3	0.5	37	1.0	1.0
LLMarkers	llmarkers|biorxiv|ab05f819-6c04-1014-81aa-9646e853264a	llmarkers|biorxiv|ab05f819-6c04-1014-81aa-9646e853264a	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a		T CELL CLUSTER	T CELL CLUSTER	3	0	0.0	0		
LLMarkers	llmarkers|biorxiv|ab05f819-6c04-1014-81aa-9646e853264a	llmarkers|biorxiv|ab05f819-6c04-1014-81aa-9646e853264a	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a		T FOLLICULAR HELPER (TFH) CELL	T FOLLICULAR HELPER TFH CELL	3	3	1.0	0		
LLMarkers	llmarkers|biorxiv|ab2a1489-7001-1014-b2bf-f5e47d205c33	llmarkers|biorxiv|ab2a1489-7001-1014-b2bf-f5e47d205c33	biorxiv:ab2a1489-7001-1014-b2bf-f5e47d205c33		CANCER-ASSOCIATED FIBROBLAST	CANCER ASSOCIATED FIBROBLAST	5	5	1.0	3	0.0	0.0
LLMarkers	llmarkers|biorxiv|ab2a1489-7001-1014-b2bf-f5e47d205c33	llmarkers|biorxiv|ab2a1489-7001-1014-b2bf-f5e47d205c33	biorxiv:ab2a1489-7001-1014-b2bf-f5e47d205c33		DERMAL PAPILLA	DERMAL PAPILLA	4	4	1.0	0		
LLMarkers	llmarkers|biorxiv|acd52af7-6c95-1014-8d0b-873ff14c4a57	llmarkers|biorxiv|acd52af7-6c95-1014-8d0b-873ff14c4a57	biorxiv:acd52af7-6c95-1014-8d0b-873ff14c4a57		MOL	MOL	12	12	1.0	0		
LLMarkers	llmarkers|biorxiv|acd52af7-6c95-1014-8d0b-873ff14c4a57	llmarkers|biorxiv|acd52af7-6c95-1014-8d0b-873ff14c4a57	biorxiv:acd52af7-6c95-1014-8d0b-873ff14c4a57		NFO	NFO	5	5	1.0	0		
LLMarkers	llmarkers|biorxiv|acd52af7-6c95-1014-8d0b-873ff14c4a57	llmarkers|biorxiv|acd52af7-6c95-1014-8d0b-873ff14c4a57	biorxiv:acd52af7-6c95-1014-8d0b-873ff14c4a57		OPC	OPC	5	5	1.0	4	0.6	0.6
LLMarkers	llmarkers|biorxiv|ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada	llmarkers|biorxiv|ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada	biorxiv:ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada		CD4+ T CELL	CD 4 T CELL	28	3	0.10714285714285714	16	0.5357142857142857	0.0
LLMarkers	llmarkers|biorxiv|ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada	llmarkers|biorxiv|ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada	biorxiv:ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada		CD8+ T CELL	CD 8 T CELL	25	3	0.12	14	0.44	0.0
LLMarkers	llmarkers|biorxiv|ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada	llmarkers|biorxiv|ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada	biorxiv:ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada		CSF-UNEXPANDED T CELL	CSF UNEXPANDED T CELL	6	0	0.0	0		
LLMarkers	llmarkers|biorxiv|ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada	llmarkers|biorxiv|ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada	biorxiv:ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada		CYTOTOXIC EFFECTOR CD8+ T CELL	CYTOTOXIC EFFECTOR CD 8 T CELL	12	2	0.16666666666666666	0		
LLMarkers	llmarkers|biorxiv|ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada	llmarkers|biorxiv|ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada	biorxiv:ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada		HIGHLY EXPANDED T CELL	HIGHLY EXPANDED T CELL	14	4	0.2857142857142857	0		
LLMarkers	llmarkers|biorxiv|b01f00d1-6e6e-1014-8e4a-e846f4b1debe	llmarkers|biorxiv|b01f00d1-6e6e-1014-8e4a-e846f4b1debe	biorxiv:b01f00d1-6e6e-1014-8e4a-e846f4b1debe		CLUSTER-1	CLUSTER 1	13	13	1.0	13	0.23076923076923078	0.23076923076923078
LLMarkers	llmarkers|biorxiv|b01f00d1-6e6e-1014-8e4a-e846f4b1debe	llmarkers|biorxiv|b01f00d1-6e6e-1014-8e4a-e846f4b1debe	biorxiv:b01f00d1-6e6e-1014-8e4a-e846f4b1debe		CLUSTER-2	CLUSTER 2	3	3	1.0	18	0.0	0.0
LLMarkers	llmarkers|biorxiv|b01f00d1-6e6e-1014-8e4a-e846f4b1debe	llmarkers|biorxiv|b01f00d1-6e6e-1014-8e4a-e846f4b1debe	biorxiv:b01f00d1-6e6e-1014-8e4a-e846f4b1debe		CLUSTER-3	CLUSTER 3	15	12	0.8	11	0.06666666666666667	0.08333333333333333
LLMarkers	llmarkers|biorxiv|b01f00d1-6e6e-1014-8e4a-e846f4b1debe	llmarkers|biorxiv|b01f00d1-6e6e-1014-8e4a-e846f4b1debe	biorxiv:b01f00d1-6e6e-1014-8e4a-e846f4b1debe		CLUSTER-4	CLUSTER 4	11	9	0.8181818181818182	10	0.0	0.0
LLMarkers	llmarkers|biorxiv|b01f00d1-6e6e-1014-8e4a-e846f4b1debe	llmarkers|biorxiv|b01f00d1-6e6e-1014-8e4a-e846f4b1debe	biorxiv:b01f00d1-6e6e-1014-8e4a-e846f4b1debe		MYOFIBROBLAST	MYOFIBROBLAST	4	2	0.5	7	0.75	1.0
LLMarkers	llmarkers|biorxiv|b3e65ef0-6e38-1014-8f8f-a6ec49a73092	llmarkers|biorxiv|b3e65ef0-6e38-1014-8f8f-a6ec49a73092	biorxiv:b3e65ef0-6e38-1014-8f8f-a6ec49a73092		NEUTROPHIL	NEUTROPHIL	6	6	1.0	3	0.16666666666666666	0.16666666666666666
LLMarkers	llmarkers|biorxiv|b4865554-70d4-1014-b98c-d54405b178ea	llmarkers|biorxiv|b4865554-70d4-1014-b98c-d54405b178ea	biorxiv:b4865554-70d4-1014-b98c-d54405b178ea		AML BLAST	AML BLAST	4	0	0.0	0		
LLMarkers	llmarkers|biorxiv|b4865554-70d4-1014-b98c-d54405b178ea	llmarkers|biorxiv|b4865554-70d4-1014-b98c-d54405b178ea	biorxiv:b4865554-70d4-1014-b98c-d54405b178ea		LYMPHOCYTE	LYMPHOCYTE	4	0	0.0	4	0.25	
LLMarkers	llmarkers|biorxiv|b4865554-70d4-1014-b98c-d54405b178ea	llmarkers|biorxiv|b4865554-70d4-1014-b98c-d54405b178ea	biorxiv:b4865554-70d4-1014-b98c-d54405b178ea		MONOCYTE	MONOCYTE	4	0	0.0	23	0.0	
LLMarkers	llmarkers|biorxiv|b60c0833-6df2-1014-8865-f92ffff4fcc6	llmarkers|biorxiv|b60c0833-6df2-1014-8865-f92ffff4fcc6	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6		ASTROCYTE	ASTROCYTE	9	6	0.6666666666666666	7	0.4444444444444444	0.6666666666666666
LLMarkers	llmarkers|biorxiv|b60c0833-6df2-1014-8865-f92ffff4fcc6	llmarkers|biorxiv|b60c0833-6df2-1014-8865-f92ffff4fcc6	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6		ENDOTHELIAL CELL	ENDOTHELIAL CELL	22	19	0.8636363636363636	27	0.22727272727272727	0.2631578947368421
LLMarkers	llmarkers|biorxiv|b60c0833-6df2-1014-8865-f92ffff4fcc6	llmarkers|biorxiv|b60c0833-6df2-1014-8865-f92ffff4fcc6	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6		EPENDYMAL CELL	EPENDYMAL CELL	8	5	0.625	0		
LLMarkers	llmarkers|biorxiv|b60c0833-6df2-1014-8865-f92ffff4fcc6	llmarkers|biorxiv|b60c0833-6df2-1014-8865-f92ffff4fcc6	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6		EXCITATORY NEURON	EXCITATORY NEURON	13	6	0.46153846153846156	4	0.15384615384615385	0.3333333333333333
LLMarkers	llmarkers|biorxiv|b60c0833-6df2-1014-8865-f92ffff4fcc6	llmarkers|biorxiv|b60c0833-6df2-1014-8865-f92ffff4fcc6	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6		INHIBITORY NEURON	INHIBITORY NEURON	6	3	0.5	2	0.16666666666666666	0.3333333333333333
LLMarkers	llmarkers|biorxiv|b60c0833-6df2-1014-8865-f92ffff4fcc6	llmarkers|biorxiv|b60c0833-6df2-1014-8865-f92ffff4fcc6	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6		MICROGLIA	MICROGLIA	16	13	0.8125	17	0.5	0.5384615384615384
LLMarkers	llmarkers|biorxiv|b60c0833-6df2-1014-8865-f92ffff4fcc6	llmarkers|biorxiv|b60c0833-6df2-1014-8865-f92ffff4fcc6	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6		OLIGODENDROCYTE	OLIGODENDROCYTE	5	4	0.8	6	0.8	1.0
LLMarkers	llmarkers|biorxiv|b60c0833-6df2-1014-8865-f92ffff4fcc6	llmarkers|biorxiv|b60c0833-6df2-1014-8865-f92ffff4fcc6	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6		OPC	OPC	7	3	0.42857142857142855	4	0.2857142857142857	0.6666666666666666
LLMarkers	llmarkers|biorxiv|b60c0833-6df2-1014-8865-f92ffff4fcc6	llmarkers|biorxiv|b60c0833-6df2-1014-8865-f92ffff4fcc6	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6		T CELL	T CELL	4	4	1.0	37	0.75	0.75
LLMarkers	llmarkers|biorxiv|b629f2a0-6f39-1014-bcfe-d40330cad081	llmarkers|biorxiv|b629f2a0-6f39-1014-bcfe-d40330cad081	biorxiv:b629f2a0-6f39-1014-bcfe-d40330cad081		LUMINAL EPITHELIAL	LUMINAL EPITHELIAL	3	3	1.0	1	0.0	0.0
LLMarkers	llmarkers|biorxiv|b629f2a0-6f39-1014-bcfe-d40330cad081	llmarkers|biorxiv|b629f2a0-6f39-1014-bcfe-d40330cad081	biorxiv:b629f2a0-6f39-1014-bcfe-d40330cad081		NEUROENDOCRINE-LIKE	NEUROENDOCRINE LIKE	5	4	0.8	0		
LLMarkers	llmarkers|biorxiv|b629f2a0-6f39-1014-bcfe-d40330cad081	llmarkers|biorxiv|b629f2a0-6f39-1014-bcfe-d40330cad081	biorxiv:b629f2a0-6f39-1014-bcfe-d40330cad081		STEM-LIKE/PROGENITOR	STEM LIKE PROGENITOR	3	0	0.0	0		
LLMarkers	llmarkers|biorxiv|b629f2a0-6f39-1014-bcfe-d40330cad081	llmarkers|biorxiv|b629f2a0-6f39-1014-bcfe-d40330cad081	biorxiv:b629f2a0-6f39-1014-bcfe-d40330cad081		STEM/PROGENITOR	STEM PROGENITOR	4	0	0.0	0		
LLMarkers	llmarkers|biorxiv|b71d9b5e-6f1d-1014-9408-ec8c7da502b4	llmarkers|biorxiv|b71d9b5e-6f1d-1014-9408-ec8c7da502b4	biorxiv:b71d9b5e-6f1d-1014-9408-ec8c7da502b4		IMMUNE CELL	IMMUNE CELL	4	0	0.0	6	0.25	
